scope,model,threshold,filter_name,filtered_out,count,activated_trades,invalidated_before_entry,avg_decision_score,avg_mfe_r,median_mfe_r,avg_rr,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,profit_factor,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,same_bar_ambiguous_count,no_trade_reason_count,top_no_trade_reasons
all,ALL,0,none,0,23,23,0,80.0,2.08216,1.316428,2.0,-0.272983,0.025472,-0.185833,-0.185833,0.211305,0.616131,0.086957,0.521739,0.086957,0.695652,2,23,target_rr_below_3:23
model,turtle_soup,0,none,0,23,23,0,80.0,2.08216,1.316428,2.0,-0.272983,0.025472,-0.185833,-0.185833,0.211305,0.616131,0.086957,0.521739,0.086957,0.695652,2,23,target_rr_below_3:23
filtered_model,turtle_soup,0,model_rules,0,23,23,0,80.0,2.08216,1.316428,2.0,-0.272983,0.025472,-0.185833,-0.185833,0.211305,0.616131,0.086957,0.521739,0.086957,0.695652,2,23,target_rr_below_3:23
filtered_all,ALL,0,model_rules,0,23,23,0,80.0,2.08216,1.316428,2.0,-0.272983,0.025472,-0.185833,-0.185833,0.211305,0.616131,0.086957,0.521739,0.086957,0.695652,2,23,target_rr_below_3:23
