model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,16,16,16,0,2.720206,2.198934,0.375,2.479901,76.25,-0.381593,0.226967,0.090052,0.090052,0.136612,0.000302,0.136915,0.375,0.4375,0.125,0.625,1.0,4.0,2.285714,2.5,4,11
turtle_soup,LINKUSDT,9,9,9,0,5.845319,4.102192,0.111111,2.325084,74.444444,-0.751972,0.333333,0.23173,0.23173,0.096316,0.005287,0.101603,0.111111,0.666667,0.222222,0.888889,1.0,3.75,2.666667,4.5,2,8
turtle_soup,XRPUSDT,8,8,8,0,2.570218,2.246465,0.25,2.55438,78.75,-0.114234,-0.06526,-0.146291,-0.146291,0.074552,0.006479,0.081031,0.25,0.375,0.375,0.625,1.0,4.0,8.333333,10.0,1,5
