model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,21,21,21,0,2.386816,2.223116,0.285714,2.056208,75.714286,-0.35848,-0.065168,-0.169731,-0.169731,0.101884,0.002679,0.104563,0.285714,0.333333,0.238095,0.666667,1.0,4.142857,5.571429,8.2,3,16
turtle_soup,valid,12,12,12,0,5.547482,2.805532,0.25,3.154903,77.5,-0.521587,0.62316,0.493369,0.493369,0.12579,0.004,0.129791,0.25,0.75,0.166667,0.75,1.0,3.555556,2.0,1.5,4,8
