model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,48,48,48,0,3.4017,2.063023,0.458333,2.352319,75.833333,-0.146172,0.344321,0.211545,0.211545,0.131292,0.001484,0.132776,0.458333,0.5,0.083333,0.5,1.0,3.583333,3.666667,2.0,7,36
turtle_soup,30m,49,49,49,0,3.369585,1.935747,0.510204,1.732796,73.673469,0.146365,0.235328,0.037918,0.037918,0.196595,0.000815,0.19741,0.510204,0.44898,0.163265,0.44898,1.0,4.5,3.954545,2.125,5,42
