model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,none,110,110,110,0,8.596475,5.485946,0.090909,5.744482,72.727273,-0.499104,-0.131942,-0.131942,0.090909,0.445455,0.290909,0.890909,1.0,3.255102,1.938776,3.75,38,0
turtle_soup,target_rr_below_2,247,247,247,0,4.205977,2.574039,0.45749,1.001467,52.91498,-0.174344,-0.043207,-0.043207,0.45749,0.368421,0.08502,0.538462,1.0,3.428571,2.296703,3.380952,15,247
turtle_soup,target_rr_below_3,77,77,77,0,6.656459,5.267486,0.233766,2.473765,62.857143,-0.151809,-0.013391,-0.013391,0.233766,0.467532,0.272727,0.753247,1.0,2.534483,2.472222,3.095238,10,77
