model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2025-06-21,10:00-11:00,4,4,4,0,11.613387,12.870536,0.0,1.013852,55.0,-1.0,-0.25,-0.25,0.0,0.5,0.0,1.0,1.0,2.25,1.5,,2,4
turtle_soup,2025-06-22,02:00-03:00,3,3,3,0,23.466423,23.568013,0.333333,3.854668,70.0,0.875384,1.271026,1.271026,0.333333,1.0,1.0,0.666667,1.0,8.0,3.0,3.666667,2,0
turtle_soup,2025-06-22,07:00-08:00,3,3,3,0,33.331068,33.861988,0.0,5.252022,63.333333,-1.0,-0.5,-0.5,0.0,0.333333,0.0,1.0,1.0,2.333333,3.0,,2,1
turtle_soup,2025-06-23,07:00-08:00,4,4,4,0,9.281814,9.153627,0.25,1.203628,50.0,-0.522736,0.227264,0.227264,0.25,0.5,0.0,0.75,1.0,3.666667,1.5,,1,4
turtle_soup,2025-06-23,10:00-11:00,4,4,4,0,8.696826,8.417693,0.25,0.883746,55.0,-0.693597,-0.693597,-0.693597,0.25,0.0,0.0,0.75,1.0,2.0,,,0,4
turtle_soup,2025-06-24,02:00-03:00,2,2,2,0,5.425207,5.425207,0.0,4.573979,70.0,-1.0,-0.25,-0.25,0.0,0.5,0.0,1.0,1.0,2.0,1.0,,1,0
turtle_soup,2025-06-24,07:00-08:00,2,2,2,0,2.967959,2.967959,0.0,2.274514,60.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
turtle_soup,2025-06-24,10:00-11:00,3,3,3,0,2.29139,1.967456,0.333333,2.398614,63.333333,-0.540987,-0.540987,-0.540987,0.333333,0.0,0.0,0.666667,1.0,1.0,,,0,1
turtle_soup,2025-06-25,02:00-03:00,2,2,2,0,15.098761,15.098761,0.5,4.483577,65.0,0.980776,1.240388,1.240388,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0,1
turtle_soup,2025-06-25,07:00-08:00,3,3,3,0,2.823617,1.491563,0.0,5.680788,80.0,-1.0,-0.5,-0.5,0.0,0.333333,0.333333,1.0,1.0,3.0,1.0,1.0,1,1
turtle_soup,2025-06-26,02:00-03:00,3,3,3,0,5.84416,6.87146,0.666667,3.486841,63.333333,1.388844,1.361089,1.361089,0.666667,1.0,0.333333,0.333333,1.0,2.0,2.666667,2.0,1,1
turtle_soup,2025-06-26,07:00-08:00,2,2,2,0,5.985357,5.985357,0.0,2.150481,60.0,-1.0,-0.25,-0.25,0.0,0.5,0.5,1.0,1.0,3.0,1.0,1.0,1,1
turtle_soup,2025-06-26,10:00-11:00,4,4,4,0,3.284231,2.583976,1.0,1.19406,52.5,1.19406,1.09703,1.09703,1.0,1.0,0.25,0.0,1.0,,1.25,2.0,0,4
turtle_soup,2025-06-27,02:00-03:00,4,4,4,0,4.183922,4.209311,0.5,1.645718,65.0,-0.152344,-0.111836,-0.111836,0.5,0.25,0.0,0.5,1.0,2.0,1.0,,0,4
turtle_soup,2025-06-27,07:00-08:00,5,5,5,0,7.248438,7.563729,0.0,2.160139,64.0,-1.0,-0.4,-0.4,0.0,0.4,0.4,1.0,1.0,2.8,2.5,2.5,3,4
turtle_soup,2025-06-27,10:00-11:00,1,1,1,0,0.866399,0.866399,1.0,0.396535,50.0,0.396535,0.396535,0.396535,1.0,0.0,0.0,0.0,1.0,,,,0,1
turtle_soup,2025-06-28,07:00-08:00,3,3,3,0,5.482195,3.791454,0.666667,2.598637,56.666667,1.851728,1.092531,1.092531,0.666667,0.666667,0.666667,0.333333,1.0,3.0,3.0,3.5,0,2
turtle_soup,2025-06-28,10:00-11:00,1,1,1,0,4.08322,4.08322,1.0,1.595189,50.0,1.595189,1.297594,1.297594,1.0,1.0,1.0,0.0,1.0,,6.0,7.0,0,1
turtle_soup,2025-06-29,02:00-03:00,2,2,2,0,0.472739,0.472739,0.0,3.066194,65.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,2.5,,,0,1
turtle_soup,2025-06-29,07:00-08:00,1,1,1,0,2.372895,2.372895,0.0,2.533743,60.0,2.372895,0.5,0.5,0.0,1.0,1.0,0.0,1.0,,10.0,19.0,0,1
turtle_soup,2025-06-29,10:00-11:00,3,3,3,0,1.153594,1.416617,0.0,1.850537,53.333333,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,3.0,,,0,3
turtle_soup,2025-06-30,02:00-03:00,2,2,2,0,7.616758,7.616758,0.5,2.232689,60.0,1.245799,0.6229,0.6229,0.5,0.5,0.5,0.5,1.0,18.0,1.0,2.0,0,1
turtle_soup,2025-06-30,07:00-08:00,1,1,1,0,3.813064,3.813064,1.0,1.258945,50.0,1.258945,1.129473,1.129473,1.0,1.0,1.0,0.0,1.0,,9.0,9.0,0,1
turtle_soup,2025-06-30,10:00-11:00,1,1,1,0,0.78106,0.78106,0.0,0.672083,50.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
