model,displacement_grade,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
breaker_block,none,36,36,28,7,14.464833,11.290358,0.611111,1.918009,45.222222,1.118073,0.611111,0.583333,0.555556,0.166667,4.424242,1.0,1.0,1.0,0,36
ifvg_retest,strong,20,20,18,0,40.685016,12.948559,0.2,7.820338,74.0,-0.350312,0.2,0.25,0.25,0.7,3.5,1.142857,1.0,1.2,0,11
ifvg_retest,valid,16,16,16,0,25.038764,12.025082,0.375,6.571803,66.75,2.176189,0.375,0.375,0.25,0.625,4.6875,1.1,1.166667,1.0,0,8
mitigation_block,none,227,227,227,0,2.275095,1.144226,0.427313,0.695993,43.022026,-0.308373,0.427313,0.251101,0.092511,0.54185,1.0,1.97561,1.438596,1.571429,0,224
reclaimed_ob,none,3,3,3,0,34.007325,13.437902,0.333333,1.280299,48.0,-0.45556,0.333333,0.333333,0.333333,0.666667,1.0,1.0,1.0,1.0,0,3
rejection_block,none,141,141,141,0,6.600719,3.541359,0.652482,2.213019,46.794326,0.911736,0.652482,0.624113,0.35461,0.326241,1.0,2.826087,1.306818,2.12,0,114
turtle_soup,none,396,396,396,0,4.0557,2.640012,0.136364,8.07777,46.515152,0.151242,0.136364,0.44697,0.29798,0.742424,1.0,3.833333,2.870056,4.033898,0,86
