model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict2022_mss_fvg,high,10,10,10,0,2.317136,1.632519,0.6,1.058418,80.5,0.249081,0.152114,0.057016,0.057016,0.091493,0.003605,0.095098,0.6,0.2,0.1,0.3,1.5,3.666667,6.5,8.0,1,10
ict2022_mss_fvg,medium,1,1,1,0,0.929334,0.929334,1.0,0.18522,58.0,0.18522,0.18522,0.123473,0.123473,0.061747,0.0,0.061747,1.0,0.0,0.0,0.0,1.0,,,,0,1
