model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,12,12,12,0,5.758157,4.634734,0.583333,3.091721,83.333333,1.291806,0.833333,0.451438,0.451438,0.377043,0.004852,0.381895,0.583333,0.916667,0.5,0.416667,1.0,5.4,1.909091,1.166667,3,5
turtle_soup,valid,15,15,15,0,9.469498,6.900063,0.333333,6.597524,84.666667,0.604257,1.0,0.521569,0.521569,0.478662,-0.00023,0.478431,0.333333,1.0,0.8,0.666667,1.0,4.1,1.2,1.166667,7,6
