model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,3,3,3,0,3.955355,3.666389,0.666667,2.0,80.0,1.0,1.166667,0.961859,0.961859,0.204807,0.666667,1.0,0.666667,0.333333,1.0,18.0,1.333333,3.0,0,3
turtle_soup,short,5,5,5,0,4.544193,4.671872,0.8,2.0,80.0,1.4,1.3,1.061076,1.061076,0.238924,0.8,1.0,0.8,0.2,1.0,11.0,2.0,1.0,0,5
