model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,2025-01-10,10:00-11:00,1,1,1,0,1.451851,1.451851,0.0,2.0,100.0,1.451851,0.5,0.438385,0.438385,0.061615,0.0,1.0,0.0,0.0,1.0,,8.0,,0,0
silver_bullet,2025-02-14,10:00-11:00,1,1,1,0,0.350186,0.350186,0.0,2.0,100.0,-1.0,-1.0,-1.102707,-1.102707,0.102707,0.0,0.0,0.0,1.0,1.0,6.0,,,0,0
silver_bullet,2025-03-08,10:00-11:00,1,1,1,0,0.565036,0.565036,0.0,2.0,100.0,-1.0,-1.0,-1.364509,-1.364509,0.364509,0.0,0.0,0.0,1.0,1.0,3.0,,,0,0
silver_bullet,2025-03-08,14:00-15:00,1,1,1,0,0.431169,0.431169,0.0,2.0,100.0,0.431169,0.431169,0.26523,0.26523,0.165939,0.0,0.0,0.0,0.0,1.0,,,,0,0
