model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,347,347,347,0,7.975715,5.288326,0.331412,6.021775,66.253602,0.876493,0.495515,-0.164827,-0.164827,0.660264,7.7e-05,0.660341,0.331412,0.737752,0.544669,0.642651,1.0,3.524664,1.203125,1.433862,162,109
turtle_soup,short,348,348,348,0,9.564607,6.529974,0.376437,6.364745,67.356322,1.070371,0.548326,-0.142538,-0.142538,0.690906,-4.2e-05,0.690864,0.376437,0.767241,0.563218,0.609195,1.0,4.254717,1.280899,1.622449,147,102
