model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,316,316,316,0,5.750963,3.941873,0.363924,4.192589,64.873418,0.409048,0.594938,0.137308,0.137308,0.457658,-2.7e-05,0.45763,0.363924,0.78481,0.458861,0.620253,1.0,4.459184,1.383065,2.227586,117,134
turtle_soup,valid,379,379,379,0,11.289584,7.994447,0.345646,7.861818,68.416887,1.444256,0.46111,-0.396273,-0.396273,0.857328,5.5e-05,0.857382,0.345646,0.725594,0.633245,0.630607,1.0,3.405858,1.116364,1.108333,192,77
