model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,497,497,497,0,10.410201,7.76249,0.277666,7.946905,71.95171,1.189075,0.523947,-0.288442,-0.288442,0.812389,0.0,0.812389,0.277666,0.760563,0.637827,0.698189,1.0,3.821326,1.145503,1.321767,284,13
turtle_soup,medium,198,198,198,0,4.657508,2.983564,0.545455,1.792298,53.888889,0.432636,0.516967,0.184635,0.184635,0.332271,6.1e-05,0.332332,0.545455,0.732323,0.343434,0.444444,1.0,4.113636,1.496552,2.5,25,198
