model,symbol,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,BTCUSDT,356,356,356,0,8.553705,5.905627,0.384831,6.019588,67.331461,1.103359,0.542275,-0.17663,-0.17663,0.71886,4.5e-05,0.718905,0.384831,0.758427,0.547753,0.598315,1.0,3.765258,1.181481,1.461538,152,107
turtle_soup,ETHUSDT,339,339,339,0,8.999816,5.759587,0.321534,6.376146,66.253687,0.837275,0.500622,-0.129552,-0.129552,0.630185,-1.1e-05,0.630174,0.321534,0.746313,0.560472,0.654867,1.0,3.990991,1.3083,1.6,157,104
