model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,02:00-05:00,210,210,210,0,8.156708,5.610453,0.261905,7.538974,68.714286,0.671547,0.567889,-0.208028,-0.208028,0.775987,-7e-05,0.775917,0.261905,0.77619,0.538095,0.7,1.0,4.578231,1.404908,1.867257,112,47
turtle_soup,07:00-10:00,357,357,357,0,9.703118,6.211855,0.420168,5.079757,65.798319,1.148421,0.475889,-0.16692,-0.16692,0.642734,7.5e-05,0.642809,0.420168,0.728291,0.54902,0.57423,1.0,3.282927,1.146154,1.382653,141,127
turtle_soup,13:00-16:00,128,128,128,0,7.180738,5.09847,0.320312,7.092417,66.484375,0.981411,0.575093,-0.027515,-0.027515,0.602608,0.0,0.602608,0.320312,0.78125,0.59375,0.648438,1.0,4.120482,1.23,1.407895,56,37
