model_family,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict,695,695,695,0,8.771304,5.791525,0.353957,6.193506,66.805755,0.973571,0.521958,-0.153666,-0.153666,0.675607,1.7e-05,0.675625,0.353957,0.752518,0.553957,0.625899,1.0,3.88046,1.24283,1.52987,309,211
