model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,6,6,6,0,3.219033,2.691338,0.5,1.726955,75.0,0.482946,0.666667,0.457427,0.457427,0.20924,0.0,0.20924,0.5,0.833333,0.333333,0.5,1.0,7.0,2.0,3.0,0,5
turtle_soup,short,14,14,14,0,4.03282,4.518039,0.857143,1.453103,72.142857,0.910159,0.795175,0.589127,0.589127,0.206048,0.0,0.206048,0.857143,0.785714,0.5,0.071429,1.0,22.0,2.636364,1.0,0,13
