model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,none,2,2,2,0,6.07309,6.07309,0.5,4.581823,90.0,1.038037,1.0,0.672486,0.672486,0.327514,0.0,0.327514,0.5,1.0,1.0,0.5,1.0,22.0,1.5,2.0,0,0
turtle_soup,target_rr_below_2,16,16,16,0,3.607675,3.220168,0.8125,1.027566,70.0,0.736696,0.695778,0.498982,0.498982,0.196796,0.0,0.196796,0.8125,0.75,0.375,0.125,1.0,4.5,2.666667,1.333333,0,16
turtle_soup,target_rr_below_3,2,2,2,0,2.952352,2.952352,0.5,2.550238,80.0,0.888347,1.0,0.831829,0.831829,0.168171,0.0,0.168171,0.5,1.0,0.5,0.5,1.0,12.0,2.0,1.0,0,2
