phase,start_date,end_date,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,max_drawdown_r,win_rate,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,session_overtrade_count,passed,failed_gates
overall,2022-04-08,2024-10-02,41,41,0.327065,0.479189,2.593261,2.24962,0.780488,0.15316,-0.001037,0.152124,0,False,min_managed_expectancy_r
train,2022-04-08,2023-04-30,13,13,0.278858,0.433527,1.96953,2.24962,0.692308,0.155502,-0.000834,0.154669,0,False,min_managed_expectancy_r
validation,2023-06-03,2024-03-12,15,15,0.32064,0.45298,2.906857,1.122482,0.8,0.132328,1.2e-05,0.132341,0,True,
test,2024-03-12,2024-10-02,15,15,0.353973,0.510133,3.463693,1.09839,0.866667,0.158283,-0.002123,0.15616,0,True,
