model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,02:30-02:30,15,15,15,0,4.342747,3.554371,0.4,2.0,78.0,0.2,0.2,0.2,0.4,0.533333,0.4,0.6,1.0,7.333333,8.125,13.666667,0,0
silver_bullet,10:45-11:00,34,34,34,0,2.053911,1.43747,0.352941,2.0,78.0,0.30957,0.556593,0.556593,0.352941,0.676471,0.352941,0.5,1.0,10.470588,9.086957,13.333333,0,0
