model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,15,15,15,0,4.369391,4.514163,0.533333,3.648238,80.0,1.828485,0.866667,0.69944,0.69944,0.169088,-0.001861,0.167227,0.533333,0.933333,0.533333,0.266667,1.0,3.0,1.642857,4.0,1,8
turtle_soup,short,18,18,18,0,3.210557,2.802133,0.611111,2.116353,76.666667,0.272611,0.544866,0.412883,0.412883,0.134383,-0.002399,0.131984,0.611111,0.611111,0.333333,0.333333,1.0,7.666667,1.363636,1.166667,1,13
