model,displacement_grade,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,strong,8,8,6,0,9.542657,9.824947,0.25,3.219659,100.0,-0.275549,0.25,0.125,0.125,0.5,2.25,1.0,1.0,1.0,0,6
ifvg_retest,valid,14,14,8,0,18.270451,7.089148,0.071429,14.981202,100.0,-0.535666,0.071429,0.214286,0.214286,0.5,2.076923,2.0,1.0,1.0,0,3
reclaimed_ob,none,10,10,5,1,25.917253,3.70286,0.3,26.093456,94.1,1.76375,0.3,0.3,0.3,0.2,1.8,2.0,1.0,1.0,0,4
rejection_block,none,87,87,87,0,4.819507,2.534978,0.333333,3.207883,95.655172,0.292209,0.333333,0.505747,0.356322,0.632184,1.0,2.418182,1.795455,2.903226,0,54
