model_family,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict,119,119,106,1,7.097198,2.891235,0.294118,6.516928,96.327731,0.267003,0.294118,0.428571,0.319328,0.571429,1.271186,2.279412,1.686275,2.552632,0,67
