model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,13,13,13,0,5.34571,3.767721,0.538462,1.792505,73.846154,-0.065935,0.290963,0.05141,0.05141,0.239553,0.0,0.239553,0.538462,0.461538,0.153846,0.461538,1.0,3.333333,3.833333,1.5,2,11
turtle_soup,short,12,12,12,0,3.126618,2.396113,0.666667,1.795183,73.333333,0.166892,0.534527,0.391809,0.391809,0.142718,0.0,0.142718,0.666667,0.666667,0.166667,0.333333,1.0,3.25,1.75,1.5,1,10
