model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,2,2,2,0,5.771958,5.771958,0.5,3.664097,80.0,0.067455,0.0,-0.294086,-0.294086,0.294086,0.0,0.294086,0.5,0.5,0.0,0.5,1.0,5.0,1.0,,0,1
turtle_soup,valid,1,1,1,0,2.50518,2.50518,0.0,3.03515,90.0,-1.0,1.0,0.730835,0.730835,0.269165,0.0,0.269165,0.0,1.0,0.0,1.0,1.0,2.0,1.0,,1,0
