model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
rejection_block,long,33,33,13,0,1.442419,1.32029,0.030303,11.83327,94.0,-0.781305,-0.327476,-0.430669,-0.430669,0.040652,0.030303,0.181818,0.0,0.333333,5.366667,5.181818,4.333333,,2,7
rejection_block,short,71,71,26,0,2.880078,2.138284,0.028169,29.302824,99.014085,0.038728,0.232994,0.083771,0.083771,0.054645,0.028169,0.225352,0.112676,0.295775,4.118644,5.333333,2.875,3.625,5,8
