model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
rejection_block,none,89,89,31,0,2.475446,1.79843,0.0,27.458321,99.292135,-0.240278,-0.009947,-0.154294,-0.154294,0.050278,0.0,0.179775,0.089888,0.303371,4.532468,4.962963,2.3125,3.625,7,0
rejection_block,target_rr_below_2,9,9,6,0,2.30074,2.882197,0.333333,1.198721,81.444444,0.049762,0.2515,0.150402,0.150402,0.067398,0.333333,0.444444,0.0,0.333333,5.428571,5.0,5.25,,0,9
rejection_block,target_rr_below_3,6,6,2,0,1.545106,1.545106,0.0,2.736565,93.666667,-1.0,0.3,0.230019,0.230019,0.023327,0.0,0.333333,0.0,0.333333,3.4,10.0,7.0,,0,6
