time,funding_rate,premium
1770681600013,-8.4721e-06,-0.0005677766
1770685200012,-8.7943e-06,-0.0005703546
1770688800055,2.3052e-06,-0.0004815587
1770692400057,7.593e-07,-0.0004939258
1770696000071,-8.851e-07,-0.0005070808
1770699600024,3.4612e-06,-0.0004723102
1770703200028,-1.5858e-06,-0.0005126863
1770706800090,2.3358e-06,-0.0004813132
1770710400018,-2.0671e-06,-0.0005165367
1770714000041,-6.102e-07,-0.0005048818
1770717600028,3.0861e-06,-0.000475311
1770721200100,5.3797e-06,-0.0004569622
1770724800032,4.2948e-06,-0.0004656415
1770728400106,6.4047e-06,-0.0004487621
1770732000038,8.8389e-06,-0.0004292886
1770735600006,7.9829e-06,-0.000436137
1770739200009,1.10484e-05,-0.0004116129
1770742800070,1.25e-05,-0.0003466564
1770746400065,1.25e-05,-0.0003146895
1770750000015,9.9318e-06,-0.000420546
1770753600053,4.8965e-06,-0.0004608284
1770757200100,3.2795e-06,-0.0004737642
1770760800070,4.0221e-06,-0.0004678236
1770764400016,2.3661e-06,-0.0004810712
1770768000036,4.7743e-06,-0.0004618054
1770771600007,9.1847e-06,-0.0004265224
1770775200051,-2.49e-07,-0.0005019923
1770778800098,-7.525e-07,-0.0005060203
1770782400071,-9.684e-07,-0.0005077472
1770786000030,-2.7714e-06,-0.0005221711
1770789600005,1.3089e-06,-0.0004895286
1770793200062,-7.0252e-06,-0.0005562016
1770796800095,-1.5289e-06,-0.0005122309
1770800400114,2.3465e-06,-0.0004812283
1770804000048,3.2911e-06,-0.0004736711
1770807600086,4.2875e-06,-0.0004656999
1770811200022,1.25e-05,-0.0003553361
1770814800055,8.3496e-06,-0.0004332029
1770818400087,2.9384e-06,-0.000476493
1770822000012,1.04502e-05,-0.0004163985
1770825600074,8.094e-06,-0.0004352478
1770829200077,1.4779e-06,-0.0004881768
1770832800062,1.6581e-06,-0.0004867352
1770836400045,-2.0681e-06,-0.0005165451
1770840000051,-1.0441e-06,-0.0005083524
1770843600053,-4.923e-06,-0.0005393838
1770847200067,-5.4302e-06,-0.0005434416
1770850800087,-9.5824e-06,-0.000576659
1770854400006,-1.5481e-05,-0.0006238483
1770858000034,-1.75218e-05,-0.0006401741
1770861600037,-1.87874e-05,-0.0006502988
1770865200057,-1.50082e-05,-0.0006200658
1770868800004,-8.9305e-06,-0.0005714441
1770872400075,-1.19107e-05,-0.0005952856
1770876000077,-9.3717e-06,-0.0005749736
1770879600029,-9.6338e-06,-0.0005770704
1770883200036,-3.0226e-06,-0.0005241809
1770886800054,-2.5651e-06,-0.0005205208
1770890400022,-4.132e-06,-0.0005330558
1770894000008,-2.584e-07,-0.0005020674
1770897600064,8.819e-06,-0.0004294479
1770901200056,5.6285e-06,-0.0004549721
1770904800023,9.6142e-06,-0.0004230862
1770908400004,8.1054e-06,-0.0004351569
1770912000043,1.25e-05,-0.0003887752
1770915600026,1.25e-05,-0.0003410648
1770919200015,1.25e-05,-0.0003039333
1770922800053,1.25e-05,-0.000220825
1770926400037,1.25e-05,-0.0002464357
1770930000043,1.25e-05,-0.0003189577
1770933600010,1.25e-05,-0.0002070586
1770937200072,1.25e-05,-0.0002460849
1770940800092,1.25e-05,-0.0003218372
1770944400083,1.20995e-05,-0.0004032041
1770948000050,1.25e-05,-0.0003684535
1770951600009,5.2265e-06,-0.0004581882
1770955200087,2.046e-07,-0.0004983635
1770958800083,7.013e-07,-0.0004943895
1770962400070,1.8907e-06,-0.0004848745
1770966000056,-1.2146e-06,-0.0005097171
1770969600018,-3.4497e-06,-0.0005275976
1770973200087,3.0545e-06,-0.0004755637
1770976800004,1.2519e-06,-0.0004899847
1770980400117,2.7761e-06,-0.0004777909
1770984000059,2.131e-07,-0.0004982955
1770987600040,2.886e-07,-0.0004976911
1770991200092,6.013e-07,-0.0004951899
1770994800081,6.919e-06,-0.0004446478
1770998400038,1.25e-05,-0.0003915243
1771002000023,1.0115e-05,-0.0004190801
1771005600120,7.3524e-06,-0.000441181
1771009200063,1.25e-05,-0.0003958486
1771012800048,1.0865e-05,-0.0004130799
1771016400056,1.25e-05,-0.0003802801
1771020000018,1.25e-05,-0.000379657
1771023600072,1.25e-05,-0.0003514201
1771027200041,1.25e-05,-0.0003913195
1771030800085,1.25e-05,-0.0003954951
1771034400103,7.5308e-06,-0.0004397537
1771038000007,1.25e-05,-0.0003843916
1771041600098,1.25e-05,-0.0003730182
1771045200016,1.25e-05,-0.0003432753
1771048800103,1.25e-05,-0.0003942834
1771052400037,1.25e-05,-0.0003568576
1771056000001,1.25e-05,-0.0003404676
1771059600050,1.25e-05,-0.0003359454
1771063200086,1.25e-05,-0.0003940536
1771066800026,1.25e-05,-0.0003726436
1771070400125,1.25e-05,-0.0003167117
1771074000083,1.25e-05,-0.0003884079
1771077600055,6.4703e-06,-0.0004482376
1771081200081,1.25e-05,-0.0003994772
1771084800035,1.25e-05,-0.000325203
1771088400075,1.25e-05,-0.000346799
1771092000102,1.25e-05,-0.000351496
1771095600005,1.25e-05,-0.0003621981
1771099200071,1.25e-05,-0.0003968789
1771102800056,1.16681e-05,-0.0004066554
1771106400045,1.25e-05,-0.0003773217
1771110000022,1.25e-05,-0.0003774727
1771113600102,1.25e-05,-0.0003674736
1771117200052,8.8521e-06,-0.0004291829
1771120800088,7.7114e-06,-0.0004383089
1771124400093,4.3299e-06,-0.0004653608
1771128000058,1.25e-05,-0.0003622253
1771131600004,1.25e-05,-0.0002810635
1771135200027,1.25e-05,-0.0003246912
1771138800020,1.25e-05,-0.0003660094
1771142400027,1.25e-05,-0.0003906419
1771146000043,1.25e-05,-0.0003827749
1771149600001,9.5671e-06,-0.0004234636
1771153200015,1.00901e-05,-0.0004192791
1771156800014,1.25e-05,-0.0003990179
1771160400012,8.3914e-06,-0.0004328684
1771164000023,3.1641e-06,-0.0004746869
1771167600014,3.2833e-06,-0.0004737336
1771171200083,-3.5517e-06,-0.0005284134
1771174800027,3.0591e-06,-0.0004755268
1771178400006,8.8035e-06,-0.0004295721
1771182000023,9.3083e-06,-0.0004255332
1771185600060,1.25e-05,-0.0003547241
1771189200008,1.25e-05,-0.0003466549
1771192800058,1.25e-05,-0.0003214958
1771196400053,1.25e-05,-0.000326687
1771200000071,1.25e-05,-0.0003722518
1771203600023,1.25e-05,-0.0003644336
1771207200070,7.1976e-06,-0.0004424193
1771210800088,1.06883e-05,-0.0004144937
1771214400033,3.6622e-06,-0.0004707026
1771218000025,7.8763e-06,-0.0004369894
1771221600006,2.754e-06,-0.0004779684
1771225200043,6.8515e-06,-0.0004451881
1771228800025,1.01416e-05,-0.000418867
1771232400002,5.9846e-06,-0.0004521233
1771236000026,2.6715e-06,-0.0004786278
1771239600000,5.2887e-06,-0.0004576901
1771243200075,2.9843e-06,-0.0004761259
1771246800013,2.4751e-06,-0.0004801988
1771250400083,3.9743e-06,-0.0004682055
1771254000037,1.105e-06,-0.0004911603
1771257600099,3.6854e-06,-0.0004705168
1771261200019,4.4648e-06,-0.0004642814
1771264800138,-5.2042e-06,-0.0005416336
1771268400072,-4.076e-07,-0.0005032606
1771272000001,4.5058e-06,-0.0004639537
1771275600070,1.23127e-05,-0.0004014981
1771279200043,6.9964e-06,-0.0004440286
1771282800088,8.6635e-06,-0.0004306919
1771286400063,8.817e-06,-0.0004294637
1771290000070,1.02601e-05,-0.0004179188
1771293600032,4.519e-06,-0.0004638478
1771297200021,7.1753e-06,-0.0004425974
1771300800061,3.3437e-06,-0.0004732508
1771304400038,7.0648e-06,-0.0004434815
1771308000104,5.9076e-06,-0.0004527395
1771311600044,7.9845e-06,-0.0004361236
1771315200015,6.9525e-06,-0.0004443798
1771318800082,3.6649e-06,-0.0004706809
1771322400097,4.0877e-06,-0.0004672981
1771326000042,-2.2663e-06,-0.0005181302
1771329600044,-8.289e-07,-0.0005066314
1771333200044,2.1372e-06,-0.0004829023
1771336800063,4.4717e-06,-0.0004642263
1771340400062,6.6159e-06,-0.0004470726
1771344000071,1.18305e-05,-0.0004053561
1771347600038,1.0746e-05,-0.0004140317
1771351200030,1.25e-05,-0.0003421544
1771354800003,1.25e-05,-0.0002313348
1771358400062,1.25e-05,-0.0002700798
1771362000058,1.25e-05,-0.000245282
1771365600051,1.25e-05,-0.0002755294
1771369200070,1.25e-05,-0.0002723223
1771372800021,1.25e-05,-0.0002725033
1771376400085,1.25e-05,-0.000319858
1771380000067,1.25e-05,-0.0003360733
1771383600005,1.25e-05,-0.0002916188
1771387200016,1.25e-05,-0.0002614495
1771390800053,1.25e-05,-0.0002875187
1771394400013,1.25e-05,-0.0003974963
1771398000044,6.9158e-06,-0.0004446734
1771401600085,7.6073e-06,-0.0004391413
1771405200065,9.1486e-06,-0.0004268109
1771408800081,1.0137e-05,-0.0004189043
1771412400026,5.8722e-06,-0.0004530221
1771416000017,1.8573e-06,-0.000485142
1771419600034,9.9123e-06,-0.0004207017
1771423200046,1.05879e-05,-0.0004152968
1771426800043,1.25e-05,-0.0003562962
1771430400046,1.25e-05,-0.0002933153
1771434000010,1.25e-05,-0.0003278405
1771437600003,9.5019e-06,-0.0004239844
1771441200072,-1.03773e-05,-0.0005830184
1771444800039,-1.01341e-05,-0.0005810731
1771448400040,-6.462e-06,-0.0005516962
1771452000035,2.437e-06,-0.0004805042
1771455600022,1.8529e-06,-0.0004851765
1771459200054,2.5987e-06,-0.0004792107
1771462800073,4.2484e-06,-0.0004660124
1771466400079,5.0923e-06,-0.0004592615
1771470000021,6.4821e-06,-0.0004481429
1771473600122,6.5879e-06,-0.000447297
1771477200058,1.25e-05,-0.0003747907
1771480800072,1.07971e-05,-0.0004136229
1771484400126,1.10697e-05,-0.0004114426
1771488000040,1.25e-05,-0.0003978025
1771491600019,7.5569e-06,-0.0004395445
1771495200033,1.16041e-05,-0.0004071672
1771498800010,1.25e-05,-0.0003704214
1771502400062,1.25e-05,-0.0003626251
1771506000017,7.3441e-06,-0.0004412474
1771509600019,1.1221e-05,-0.000410232
1771513200067,1.25e-05,-0.0003381667
1771516800026,1.25e-05,-0.0003553533
1771520400013,1.25e-05,-0.0003128871
1771524000000,1.25e-05,-0.0002582153
1771527600043,1.25e-05,-0.0002304644
1771531200009,1.25e-05,-0.0002199637
1771534800023,1.25e-05,-0.0002017249
1771538400022,1.25e-05,-0.0002155914
1771542000042,1.25e-05,-0.0002198682
1771545600035,1.25e-05,-0.0002147599
1771549200190,1.25e-05,-0.000185113
1771552800054,1.25e-05,-0.0002059172
1771556400118,1.25e-05,-0.0002367137
1771560000085,1.25e-05,-0.0002257435
1771563600048,1.25e-05,-0.0002473771
1771567200033,1.25e-05,-0.0002326352
1771570800077,1.25e-05,-0.0002125451
1771574400069,1.25e-05,-0.0002347706
1771578000018,1.25e-05,-0.0003063394
1771581600018,1.25e-05,-0.0003068252
1771585200029,1.24569e-05,-0.0004003451
1771588800020,5.32e-06,-0.0004574404
1771592400001,6.9241e-06,-0.0004446074
1771596000062,1.25e-05,-0.0003531718
1771599600013,1.25e-05,-0.0002907736
1771603200044,7.7052e-06,-0.0004383581
1771606800002,4.0258e-06,-0.0004677935
1771610400056,1.11311e-05,-0.0004109509
1771614000125,1.25e-05,-0.0003632522
1771617600028,1.7113e-06,-0.0004863096
1771621200083,-5.714e-07,-0.0005045709
1771624800095,3.49e-07,-0.0004972079
1771628400033,4.3361e-06,-0.0004653115
1771632000011,1.7639e-06,-0.0004858887
1771635600131,-1.3796e-06,-0.0005110371
1771639200011,3.3262e-06,-0.0004733906
1771642800063,6.4306e-06,-0.0004485555
1771646400080,4.9147e-06,-0.0004606823
1771650000080,4.8647e-06,-0.0004610821
1771653600034,8.4629e-06,-0.0004322967
1771657200068,5.0089e-06,-0.0004599287
1771660800035,2.0309e-06,-0.0004837532
1771664400020,-2.665e-07,-0.0005021319
1771668000068,-2.0418e-06,-0.0005163342
1771671600028,-1.3155e-06,-0.0005105238
1771675200071,-3.5229e-06,-0.0005281835
1771678800019,-2.9268e-06,-0.0005234143
1771682400000,-2.3274e-06,-0.0005186195
1771686000011,-4.6184e-06,-0.0005369471
1771689600010,-4.5366e-06,-0.0005362932
1771693200060,-1.15307e-05,-0.0005922453
1771696800086,-9.3017e-06,-0.0005744135
1771700400111,-4.7001e-06,-0.0005376009
1771704000048,-9.3582e-06,-0.0005748654
1771707600024,-1.04287e-05,-0.0005834299
1771711200037,-9.2187e-06,-0.0005737494
1771714800054,-1.21438e-05,-0.0005971506
1771718400015,-1.36702e-05,-0.0006093614
1771722000084,-1.97873e-05,-0.0006582982
1771725600046,-8.6886e-06,-0.0005695084
1771729200056,-1.41337e-05,-0.0006130695
1771732800066,-1.05856e-05,-0.000584685
1771736400123,-5.2734e-06,-0.0005421874
1771740000012,3.022e-07,-0.0004975822
1771743600039,1.1689e-06,-0.0004906486
1771747200009,2.6162e-06,-0.0004790705
1771750800017,7.5995e-06,-0.0004392041
1771754400091,8.7682e-06,-0.0004298546
1771758000056,8.2612e-06,-0.0004339104
1771761600075,7.5506e-06,-0.0004395951
1771765200038,1.19545e-05,-0.000404364
1771768800048,1.25e-05,-0.0003428766
1771772400114,8.9852e-06,-0.0004281182
1771776000015,1.20666e-05,-0.0004034673
1771779600036,8.091e-06,-0.0004352724
1771783200075,4.969e-07,-0.0004960249
1771786800006,6.2171e-06,-0.000450263
1771790400029,6.5074e-06,-0.0004479405
1771794000000,4.4258e-06,-0.000464594
1771797600023,9.82e-07,-0.0004921436
1771801200093,-1.5923e-06,-0.0005127386
1771804800016,-5.9464e-06,-0.0005475714
1771808400004,-9.5652e-06,-0.0005765215
1771812000025,5.8472e-06,-0.0004532222
1771815600025,5.9345e-06,-0.0004525242
1771819200028,5.4135e-06,-0.0004566917
1771822800010,5.6009e-06,-0.0004551925
1771826400078,1.10023e-05,-0.0004119816
1771830000058,6.4498e-06,-0.0004484015
1771833600004,8.2246e-06,-0.0004342029
1771837200103,5.9766e-06,-0.0004521876
1771840800012,7.661e-06,-0.0004387118
1771844400010,6.123e-07,-0.0004951018
1771848000004,-5.0116e-06,-0.0005400929
1771851600080,-8.3763e-06,-0.0005670108
1771855200028,-9.3539e-06,-0.0005748309
1771858800059,-4.531e-06,-0.0005362479
1771862400045,-2.0331e-06,-0.0005162651
1771866000042,4.1918e-06,-0.0004664652
1771869600076,1.25e-05,-0.0003857528
1771873200053,1.25e-05,-0.0003888014
1771876800017,1.25e-05,-0.0003147936
1771880400054,1.25e-05,-0.000299112
1771884000029,1.25e-05,-0.0002731841
1771887600037,1.25e-05,-0.0002642824
1771891200048,1.25e-05,-0.0002387864
1771894800134,1.25e-05,-0.0002273519
1771898400050,1.25e-05,-0.0003650736
1771902000046,5.5746e-06,-0.000455403
1771905600015,8.3336e-06,-0.0004333316
1771909200026,7.4794e-06,-0.0004401644
1771912800085,1.12323e-05,-0.0004101416
1771916400076,1.00947e-05,-0.0004192422
1771920000022,1.15639e-05,-0.0004074888
1771923600048,1.25e-05,-0.0003126487
1771927200044,1.25e-05,-0.0002986756
1771930800020,1.25e-05,-0.0003770784
1771934400025,1.25e-05,-0.0003640015
1771938000047,1.25e-05,-0.0003210709
1771941600060,1.25e-05,-0.0003306836
1771945200057,1.25e-05,-0.0002497007
1771948800005,1.25e-05,-0.0002683756
1771952400049,1.25e-05,-0.0003685667
1771956000022,-7.6e-07,-0.00050608
1771959600066,3.9714e-06,-0.0004682289
1771963200026,4.4999e-06,-0.0004640008
1771966800002,2.3461e-06,-0.0004812316
1771970400030,-2.05695e-05,-0.0006645558
1771974000078,-1.3576e-05,-0.0006086083
1771977600014,-1.44896e-05,-0.0006159166
1771981200032,-1.3095e-05,-0.0006047602
1771984800039,1.00786e-05,-0.0004193715
1771988400030,7.6837e-06,-0.0004385306
1771992000056,6.4998e-06,-0.0004480016
1771995600028,8.5683e-06,-0.0004314533
1771999200061,7.9712e-06,-0.0004362307
1772002800000,1.15878e-05,-0.0004072977
1772006400037,1.25e-05,-0.0003861306
1772010000060,1.0181e-05,-0.0004185521
1772013600029,8.4941e-06,-0.0004320469
1772017200055,5.0215e-06,-0.0004598283
1772020800008,-3.93e-08,-0.0005003141
1772024400008,1.17131e-05,-0.0004062956
1772028000023,1.11928e-05,-0.0004104576
1772031600051,1.25e-05,-0.0003989454
1772035200012,2.5835e-06,-0.0004793318
1772038800075,4.1614e-06,-0.000466709
1772042400088,-7.7902e-06,-0.0005623217
1772046000128,-1.00079e-05,-0.0005800635
1772049600055,-7.7964e-06,-0.000562371
1772053200015,-8.7729e-06,-0.0005701835
1772056800000,-8.4226e-06,-0.0005673812
1772060400045,-9.8566e-06,-0.0005788527
1772064000036,-6.8873e-06,-0.0005550988
1772067600091,-7.5521e-06,-0.0005604172
1772071200018,-5.4547e-06,-0.0005436379
1772074800060,-3.4477e-06,-0.0005275813
1772078400013,-1.5703e-06,-0.0005125621
1772082000058,8.9994e-06,-0.0004280048
1772085600099,4.8208e-06,-0.0004614333
1772089200021,4.4993e-06,-0.0004640055
1772092800072,1.25e-05,-0.0003877125
1772096400076,1.01537e-05,-0.0004187702
1772100000108,1.25e-05,-0.0003502674
1772103600073,1.25e-05,-0.0003684669
1772107200041,5.9675e-06,-0.00045226
1772110800051,-1.7577e-06,-0.0005140619
1772114400019,-6.7917e-06,-0.0005543338
1772118000033,7.2061e-06,-0.0004423516
1772121600028,1.19802e-05,-0.0004041583
1772125200027,1.10541e-05,-0.000411567
1772128800023,1.25e-05,-0.0003440018
1772132400009,1.25e-05,-0.0003271252
1772136000035,1.25e-05,-0.0003477727
