time,funding_rate,premium
1770681600013,1.25e-05,-0.0003583247
1770685200012,1.03924e-05,-0.0004168611
1770688800055,1.25e-05,-0.000307481
1770692400057,1.25e-05,-0.0003491903
1770696000071,1.25e-05,-0.0003760295
1770699600024,1.25e-05,-0.0003487764
1770703200028,1.25e-05,-0.0003418938
1770706800090,1.25e-05,-0.0003021083
1770710400018,1.25e-05,-0.0002889535
1770714000041,1.25e-05,-0.0002500008
1770717600028,1.25e-05,-0.0002645461
1770721200100,1.25e-05,-0.0003200263
1770724800032,1.25e-05,-0.0003619419
1770728400106,7.7219e-06,-0.000438225
1770732000038,8.0553e-06,-0.0004355577
1770735600006,9.9278e-06,-0.0004205774
1770739200009,1.25e-05,-0.0003186373
1770742800070,1.25e-05,-0.0003441749
1770746400065,1.25e-05,-0.0003685646
1770750000015,1.25e-05,-0.0003981377
1770753600053,1.25e-05,-0.0003953988
1770757200100,1.25e-05,-0.0003969974
1770760800070,1.04739e-05,-0.0004162085
1770764400016,1.25e-05,-0.0003237565
1770768000036,1.12376e-05,-0.0004100991
1770771600007,1.25e-05,-0.0003988437
1770775200051,4.9328e-06,-0.0004605377
1770778800098,1.1338e-05,-0.0004092957
1770782400071,1.07099e-05,-0.000414321
1770786000030,9.8239e-06,-0.000421409
1770789600005,7.8628e-06,-0.0004370976
1770793200062,-5.5083e-06,-0.0005440664
1770796800095,2.8205e-06,-0.000477436
1770800400114,-2.2151e-06,-0.0005177211
1770804000048,5.618e-07,-0.0004955055
1770807600086,-3.76e-07,-0.0005030076
1770811200022,7.1078e-06,-0.0004431375
1770814800055,7.294e-07,-0.0004941649
1770818400087,-4.1841e-06,-0.000533473
1770822000012,4.3087e-06,-0.0004655306
1770825600074,3.918e-07,-0.0004968658
1770829200077,-2.481e-07,-0.0005019847
1770832800062,4.6748e-06,-0.0004626012
1770836400045,4.1984e-06,-0.0004664128
1770840000051,3.8895e-06,-0.0004688844
1770843600053,9.232e-07,-0.0004926142
1770847200067,5.202e-06,-0.0004583838
1770850800087,-7.3074e-06,-0.0005584588
1770854400006,-1.23027e-05,-0.0005984212
1770858000034,-3.0489e-06,-0.0005243909
1770861600037,-1.3e-06,-0.0005103998
1770865200057,-9.5569e-06,-0.0005764555
