time,funding_rate,premium
1772704800091,6.25e-06,-0.0001511021
1772708400017,-1.0257e-06,-0.0003164115
1772712000003,1.2617e-06,-0.0002798125
1772715600009,3.2459e-06,-0.0002480662
1772719200024,-6.529e-07,-0.000310446
1772722800039,-1.8597e-06,-0.0003297553
1772726400034,-5.0033e-06,-0.0003800528
1772730000083,2.8396e-06,-0.0002545658
1772733600048,-1.6029e-06,-0.0003256456
1772737200052,6.25e-06,-0.0001155037
1772740800073,6.25e-06,3.12018e-05
1772744400042,6.25e-06,-1.30269e-05
1772748000028,6.25e-06,-8.20378e-05
1772751600029,6.25e-06,-0.0001823761
1772755200030,1.8626e-06,-0.000270199
1772758800082,2.996e-07,-0.0002952063
1772762400006,-1.881e-07,-0.0003030101
1772766000079,1.916e-06,-0.000269344
1772769600026,-7.1465e-06,-0.0004143433
1772773200112,-2.5747e-06,-0.0003411947
1772776800019,-8.4881e-06,-0.0004358099
1772780400028,-2.15765e-05,-0.000645224
1772784000021,-1.43229e-05,-0.0005291662
1772787600022,-9.2229e-06,-0.0004475662
1772791200031,-2.45011e-05,-0.000692018
1772794800036,-2.52126e-05,-0.0007034018
1772798400052,-2.71693e-05,-0.0007347095
1772802000052,-2.85605e-05,-0.0007569681
1772805600033,-2.50463e-05,-0.0007007415
1772809200037,-3.56461e-05,-0.0008703378
1772812800062,-2.68857e-05,-0.000730171
1772816400089,5.7136e-06,-0.000208582
1772820000056,2.5671e-06,-0.0002589272
1772823600066,6.25e-06,-8.88106e-05
1772827200046,6.25e-06,-0.0001731546
1772830800021,6.25e-06,-4.68656e-05
1772834400046,6.25e-06,-6.73297e-05
1772838000092,-1.76547e-05,-0.0005824755
1772841600061,-3.405e-06,-0.0003544797
1772845200027,6.25e-06,-0.0001547225
1772848800050,2.7664e-06,-0.0002557374
1772852400045,-7.44378e-05,-0.0014910043
1772856000014,-5.17563e-05,-0.0011281006
1772859600052,-6.39017e-05,-0.0013224266
1772863200070,-6.77065e-05,-0.0013833044
1772866800068,-0.0001024415,-0.0019390639
1772870400015,-3.13392e-05,-0.0008014274
1772874000005,6.92474e-05,0.0014079591
1772877600014,1.43121e-05,0.0005289932
1772881200002,6.25e-06,0.0002099328
1772884800031,6.25e-06,-0.0001916051
1772888400033,-2.70514e-05,-0.000732822
1772892000084,6.25e-06,-0.0001969218
1772895600012,1.5618e-05,0.0005498878
1772899200014,-1.30896e-05,-0.0005094344
1772902800077,6.25e-06,2.81758e-05
1772906400110,6.25e-06,0.0003978821
1772910000003,6.25e-06,-0.0001780835
1772913600010,-2.29269e-05,-0.0006668306
1772917200135,6.25e-06,-0.0001269363
1772920800082,6.25e-06,0.0001456523
1772924400068,-6.4017e-06,-0.0004024268
1772928000002,-2.53355e-05,-0.0007053685
1772931600030,-1.33581e-05,-0.0005137292
1772935200003,-0.0001002123,-0.0019033968
1772938800042,6.25e-06,-0.0001401818
1772942400001,6.25e-06,0.0001589532
1772946000024,6.25e-06,0.0002624286
1772949600045,3.9024e-06,-0.0002375616
1772953200036,-4.8994e-06,-0.0003783908
1772956800041,5.7395e-06,-0.0002081676
1772960400029,-8.8155e-06,-0.0004410478
1772964000035,3.00424e-05,0.0007806788
1772967600036,6.01093e-05,0.0012617495
1772971200021,6.25e-06,-2.34859e-05
1772974800049,-5.1105e-06,-0.0003817684
1772978400061,-3.04136e-05,-0.0007866169
1772982000088,-1.04181e-05,-0.0004666901
1772985600024,-1.35639e-05,-0.0005170227
1772989200018,-2.4602e-06,-0.0003393634
1772992800004,-1.93621e-05,-0.0006097936
1772996400000,2.82083e-05,0.0007513333
1773000000074,6.25e-06,-0.0001293425
1773003600003,6.25e-06,-5.86567e-05
