model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,139,139,139,0,6.353344,3.968481,0.251799,2.0,80.0,-0.244604,-0.079137,-0.743898,-0.743898,0.664761,0.251799,0.446043,0.251799,0.748201,1.0,3.451923,2.693548,5.542857,24,139
turtle_soup,low,71,71,71,0,7.602148,5.091363,0.15493,2.0,40.0,-0.535211,-0.253521,-1.029673,-1.029673,0.776151,0.15493,0.394366,0.15493,0.84507,1.0,3.733333,2.928571,3.818182,9,71
turtle_soup,medium,1375,1375,1375,0,6.664029,4.07536,0.249455,2.0,60.0,-0.246222,-0.050351,-0.757932,-0.757932,0.707581,0.249455,0.465455,0.249455,0.747636,1.0,3.790856,2.814062,4.38484,173,1375
