model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,811,811,811,0,6.408651,4.019152,0.247842,2.0,61.134402,-0.253901,-0.05672,-0.755821,-0.755821,0.699101,0.247842,0.463625,0.247842,0.750925,1.0,3.985222,2.87234,4.681592,105,811
turtle_soup,short,774,774,774,0,6.961874,4.249467,0.242894,2.0,60.568475,-0.264396,-0.067484,-0.78255,-0.78255,0.715066,0.242894,0.457364,0.242894,0.75323,1.0,3.521441,2.740113,4.25,101,774
