model,stop_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,sweep_extreme,1585,1585,1585,0,6.678805,4.105723,0.245426,2.0,60.858044,-0.259026,-0.061976,-0.768873,-0.768873,0.706897,0.245426,0.460568,0.245426,0.75205,1.0,3.758389,2.808219,4.473008,206,1585
