model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,856,856,856,0,5.946471,3.754618,0.226636,2.0,60.67757,-0.31686,-0.128776,-0.73297,-0.73297,0.604194,0.226636,0.42757,0.226636,0.771028,1.0,4.366667,3.139344,5.298969,77,856
turtle_soup,valid,729,729,729,0,7.538721,4.680023,0.26749,2.0,61.069959,-0.191116,0.016461,-0.811032,-0.811032,0.827493,0.26749,0.499314,0.26749,0.729767,1.0,3.003759,2.475275,3.651282,129,729
