model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,2025-05-06,10:00-11:00,1,1,1,0,2.334222,2.334222,1.0,2.0,78.0,2.0,1.5,1.5,1.0,1.0,1.0,0.0,1.0,,17.0,32.0,0,0
silver_bullet,2025-05-07,10:00-11:00,1,1,1,0,0.067487,0.067487,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,2.0,,,0,0
silver_bullet,2025-05-08,10:00-11:00,1,1,1,0,11.847638,11.847638,1.0,2.0,78.0,2.0,1.5,1.5,1.0,1.0,1.0,0.0,1.0,,3.0,3.0,0,0
silver_bullet,2025-05-08,14:00-15:00,1,1,1,0,0.25031,0.25031,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,8.0,,,0,0
silver_bullet,2025-05-09,10:00-11:00,1,1,1,0,0.930735,0.930735,0.0,2.0,78.0,0.930735,0.930735,0.930735,0.0,0.0,0.0,0.0,1.0,,,,0,0
silver_bullet,2025-05-09,14:00-15:00,1,1,1,0,0.373188,0.373188,0.0,2.0,78.0,0.373188,0.373188,0.373188,0.0,0.0,0.0,0.0,1.0,,,,0,0
silver_bullet,2025-05-11,10:00-11:00,1,1,1,0,2.225766,2.225766,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,4.0,1.0,,0,0
silver_bullet,2025-05-11,14:00-15:00,1,1,1,0,1.133293,1.133293,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,13.0,,,0,0
silver_bullet,2025-05-12,14:00-15:00,1,1,1,0,0.914669,0.914669,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,9.0,,,0,0
silver_bullet,2025-05-15,10:00-11:00,1,1,1,0,2.106737,2.106737,1.0,2.0,78.0,2.0,1.5,1.5,1.0,1.0,1.0,0.0,1.0,,1.0,3.0,0,0
silver_bullet,2025-05-16,10:00-11:00,1,1,1,0,2.716877,2.716877,0.0,2.0,78.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,2.0,,,0,0
silver_bullet,2025-05-17,10:00-11:00,2,2,2,0,0.707866,0.707866,0.0,2.0,78.0,-1.0,-0.25,-0.25,0.0,0.5,0.0,1.0,1.0,16.0,24.0,,0,0
silver_bullet,2025-05-18,10:00-11:00,1,1,1,0,1.243966,1.243966,0.0,2.0,78.0,-1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,12.0,8.0,,0,0
