model,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,10:00-11:00,27,27,27,0,2.10034,1.250821,0.37037,2.0,78.0,0.18262,0.330768,0.330768,0.37037,0.592593,0.37037,0.592593,1.0,8.625,7.6875,11.1,1,0
silver_bullet,14:00-15:00,29,29,29,0,2.699473,1.322385,0.172414,2.0,78.0,-0.2553,-0.082886,-0.082886,0.172414,0.344828,0.172414,0.689655,1.0,9.5,5.9,6.6,1,0
