model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,147,147,147,0,2.946826,2.045869,0.22449,2.0,62.108844,-0.219044,-0.051977,-0.238048,-0.238048,0.186071,0.22449,0.44898,0.22449,0.727891,1.0,4.056075,3.090909,6.242424,11,147
turtle_soup,short,165,165,165,0,3.330153,1.855941,0.260606,2.0,62.666667,0.020109,0.120819,-0.083664,-0.083664,0.204483,0.260606,0.490909,0.260606,0.618182,1.0,3.627451,3.407407,4.255814,20,165
