scope,model,threshold,filter_name,filtered_out,count,activated_trades,invalidated_before_entry,avg_decision_score,avg_mfe_r,median_mfe_r,avg_rr,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,profit_factor,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,same_bar_ambiguous_count,no_trade_reason_count,top_no_trade_reasons
all,ALL,0,none,0,6,6,0,80.0,2.319356,1.918456,2.0,0.761096,0.627367,0.413177,0.413177,0.21419,2.576671,0.5,0.666667,0.5,0.333333,0,6,target_rr_below_3:6
model,turtle_soup,0,none,0,6,6,0,80.0,2.319356,1.918456,2.0,0.761096,0.627367,0.413177,0.413177,0.21419,2.576671,0.5,0.666667,0.5,0.333333,0,6,target_rr_below_3:6
filtered_model,turtle_soup,0,model_rules,0,6,6,0,80.0,2.319356,1.918456,2.0,0.761096,0.627367,0.413177,0.413177,0.21419,2.576671,0.5,0.666667,0.5,0.333333,0,6,target_rr_below_3:6
filtered_all,ALL,0,model_rules,0,6,6,0,80.0,2.319356,1.918456,2.0,0.761096,0.627367,0.413177,0.413177,0.21419,2.576671,0.5,0.666667,0.5,0.333333,0,6,target_rr_below_3:6
