model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,42,42,42,0,3.786161,2.392156,0.595238,1.685918,74.285714,0.284158,0.494959,0.3276,0.3276,0.166055,0.001303,0.167358,0.595238,0.619048,0.190476,0.357143,1.0,5.066667,3.5,1.5,3,35
turtle_soup,30m,42,42,42,0,3.340473,1.854674,0.642857,1.439451,72.857143,0.376516,0.387688,0.16653,0.16653,0.22057,0.000588,0.221158,0.642857,0.5,0.166667,0.309524,1.0,4.615385,4.761905,2.0,3,38
