model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,none,11,11,11,0,6.341808,4.798881,0.272727,4.670416,90.0,0.270698,0.818182,0.552808,0.552808,0.26451,0.000864,0.265374,0.272727,0.909091,0.636364,0.727273,1.0,5.5,1.1,1.571429,4,0
turtle_soup,target_rr_below_2,65,65,65,0,3.270724,1.892161,0.738462,0.911482,70.0,0.408038,0.431864,0.25223,0.25223,0.179384,0.000249,0.179634,0.738462,0.507692,0.107692,0.215385,1.0,4.571429,4.666667,2.0,1,65
turtle_soup,target_rr_below_3,8,8,8,0,2.120208,1.505956,0.125,2.580574,80.0,-0.218987,0.0,-0.215295,-0.215295,0.208583,0.006712,0.215295,0.125,0.5,0.125,0.75,1.0,4.666667,6.5,1.0,1,8
