model_family,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict,26,26,5,1,2.295812,0.877707,0.038462,20.717259,98.076923,-0.151088,0.029046,0.029046,0.038462,0.076923,0.076923,0.115385,3.958333,3.666667,1.0,1.0,0,3
