model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,long,18,18,18,0,3.22204,2.067329,0.444444,2.0,78.0,0.465134,0.22058,-0.894225,-0.894225,1.114804,0.444444,0.5,0.444444,0.5,1.0,10.0,9.777778,17.125,0,0
silver_bullet,short,26,26,26,0,2.719853,1.49245,0.307692,2.0,78.0,0.128528,0.002521,-1.777458,-1.777458,1.779979,0.307692,0.423077,0.307692,0.576923,1.0,8.6,5.363636,8.0,1,0
