model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,long,32,32,32,0,3.444058,1.721486,0.25,2.0,78.0,0.113632,0.123668,-1.176062,-1.176062,1.29973,0.25,0.46875,0.25,0.5625,1.0,7.722222,6.866667,10.125,0,0
silver_bullet,short,26,26,26,0,1.90308,1.47095,0.153846,2.0,78.0,-0.262535,0.009236,-1.366163,-1.366163,1.375399,0.153846,0.538462,0.153846,0.730769,1.0,6.421053,5.5,18.0,2,0
