model,symbol,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 1,BTCUSDT,825,702,123,455,370,3.121292,1.410216,3.629432,1.396205,0.792023,0.62963,0.383191,0.675152,0.502849,0.27208,4.849697,BTCUSDT,5m
Entry Model 1,ETHUSDT,753,643,110,437,316,3.172888,1.471062,4.788407,1.279661,0.785381,0.628305,0.382582,0.638778,0.513219,0.293935,4.84595,ETHUSDT,5m
Entry Model 2,BTCUSDT,1343,1129,214,756,587,3.26726,1.625082,3.470598,1.893704,0.759965,0.623561,0.43667,0.745346,0.440213,0.277236,4.892033,BTCUSDT,5m
Entry Model 2,ETHUSDT,1368,1151,217,783,585,3.854625,1.683077,3.660508,1.663636,0.811468,0.664639,0.447437,0.71345,0.491746,0.311903,4.866228,ETHUSDT,5m
