model,model_family,direction,symbol,timeframe,timestamp,setup_timestamp,detected_at,entry_time,entry_mode,stop_mode,target_mode,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,risk,risk_bps,same_bar_policy,same_bar_ambiguous,activated_trade,invalidated_before_entry,session_window,ny_time,htf_mode,htf_bias,htf_location,htf_zone_type,htf_objective_type,htf_context_alignment,htf_score_modifier,pd_array_type,pd_array_age_bars,p_d_value,has_smt_confirmation,smt_direction,smt_pair,smt_strength,decision_score,score_bucket,htf_alignment_score,draw_score,pd_location_score,poi_score,displacement_score,smt_score,killzone_score,target_rr_score,no_trade_reasons,pre_model_filter_pass,pre_model_allowed_directions,pre_model_reasons,htf_inside_poi,htf_approaching_poi,swept_level,sweep_extreme,sweep_liquidity_quality,sweep_level_age_bars,displacement_grade,displacement_factor,body_ratio,range_expansion,breach_displacement_grade,turtle_quality,time_to_confirmation_bars,ltf_trigger_type,fvg_low,fvg_high,fvg_ce,ifvg_low,ifvg_high,ifvg_ce,source_fvg_age_bars,source_fvg_touches_before_inversion,ob_low,ob_high,breaker_low,breaker_high,poi_retest_count,trigger_to_retest_bars,rejection_body_level,rejection_wick_extreme,mitigation_low,mitigation_high,time_to_retest_bars,retest_time,target_distance_r,time_to_entry_bars,bars_to_invalidation,bars_to_1r,bars_to_2r,metadata_json,mfe_r,mae_r,invalidated,target_hit,target_before_invalidation,hit_1r_before_invalidation,hit_2r_before_invalidation
ifvg_retest,ict,long,BTCUSDT,30m,1747605600000,1747605600000,1747630800000,1747623600000,edge,ce,nearest_liquidity,104379.3,104379.3,104379.3,104127.67414,104127.67414,105999.7,251.6258600000001,24.106873680892676,conservative,False,True,False,,,strict,bullish,discount,FVG,equal_highs,aligned,0.8,FVG,4,0.43446855597221445,False,,,,100,high,40,20,15,10,20,0,0,20,,True,long,,True,False,,,,,strong,,,,strong,,,,,,,103917.8,104379.3,104148.55,4,3,,,,,,,,,,,10,1747623600000,6.439719669512479,10,1,,,"{""breach_close"": 105000.3, ""breach_displacement_factor"": 0.876257356875334, ""breach_displacement_grade"": ""strong"", ""breach_time"": 1747605600000, ""dealing_range_source"": ""long_swing_pair"", ""displacement_grade"": ""strong"", ""entry_mode"": ""edge"", ""entry_price"": 104379.3, ""entry_time"": 1747623600000, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": false, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 104346.0, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish FVG; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 103754.4, ""htf_zone_low"": 103380.8, ""htf_zone_type"": ""FVG"", ""ifvg_ce"": 104148.55, ""ifvg_ce_breached_by_retest_close"": false, ""ifvg_ce_invalidation"": 104148.55, ""ifvg_high"": 104379.3, ""ifvg_low"": 103917.8, ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.43446855597221445, ""pd_array_age_bars"": 4, ""pd_array_type"": ""FVG"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_depth"": 0.7196099674973041, ""retest_time"": 1747623600000, ""risk"": 251.6258600000001, ""risk_bps"": 24.106873680892676, ""source_fvg_age_bars"": 4, ""source_fvg_direction"": ""bearish"", ""source_fvg_time"": 1747598400000, ""source_fvg_touches_before_inversion"": 3, ""stop_loss"": 104127.67414, ""stop_mode"": ""ce"", ""target_mode"": ""nearest_liquidity"", ""time_to_retest_bars"": 10}",0.918824480122977,9.301508199514943,True,False,False,False,False
reclaimed_ob,ict,long,BTCUSDT,30m,1747501200000,1747501200000,1747630800000,1747506600000,body_edge,mean_threshold,nearest_liquidity,102956.0,102956.0,102956.0,102904.6088,102904.6088,103132.3,51.39119999999821,4.991569214033005,conservative,False,True,False,,,strict,bullish,discount,FVG,equal_highs,aligned,0.8,FVG,4,0.43446855597221445,False,,,,100,high,40,20,15,10,0,0,0,20,,True,long,,True,False,,,,,,,,,,,,,,,,,,,,,102894.4,102956.0,,,,,,,,,,1747506600000,3.4305484207414705,3,,1,1,"{""dealing_range_source"": ""long_swing_pair"", ""entry_mode"": ""body_edge"", ""entry_price"": 102956.0, ""entry_time"": 1747506600000, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": false, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 104346.0, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish FVG; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 103754.4, ""htf_zone_low"": 103380.8, ""htf_zone_type"": ""FVG"", ""model_family"": ""ict"", ""ob_high"": 102956.0, ""ob_low"": 102894.4, ""ob_mean_threshold"": 102925.2, ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.43446855597221445, ""pd_array_age_bars"": 4, ""pd_array_type"": ""FVG"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""prior_reaction_r"": 0.5, ""retest_count"": 1, ""retest_time"": 1747506600000, ""risk"": 51.39119999999821, ""risk_bps"": 4.991569214033005, ""source_ob_time"": 1747499400000, ""stop_loss"": 102904.6088, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",9.779884493843758,2.033422064478036,False,True,True,True,True
rejection_block,ict,long,BTCUSDT,30m,1748842200000,1748842200000,1748844000000,1748842200000,body_level,wick_extreme,nearest_liquidity,104779.6,104779.6,104779.6,104499.04408,104499.04408,104800.0,280.5559199999989,26.77581513958813,conservative,False,True,False,,,strict,bullish,discount,FVG,equal_highs,aligned,0.8,FVG,1,0.0900898824613953,False,,,,85,high,40,20,15,10,0,0,0,0,target_rr_below_2,True,long,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,104779.6,104520.0,,,,,0.07271277683249122,1,,,,"{""current_wick_extreme"": 104549.8, ""dealing_range_source"": ""significant_swing_pair"", ""entry_mode"": ""body_level"", ""entry_price"": 104779.6, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": true, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 104936.8, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish FVG; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 104833.1, ""htf_zone_low"": 104760.0, ""htf_zone_type"": ""FVG"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.0900898824613953, ""pd_array_age_bars"": 1, ""pd_array_type"": ""FVG"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""rejection_body_level"": 104779.6, ""rejection_wick_extreme"": 104520.0, ""risk"": 280.5559199999989, ""risk_bps"": 26.77581513958813, ""session_filter"": ""off"", ""source_swing_significance"": ""long"", ""source_swing_time"": 1748833200000, ""stop_loss"": 104499.04408, ""stop_mode"": ""wick_extreme"", ""target_mode"": ""nearest_liquidity""}",3.993499762899313,4.20237077870253,False,True,True,False,False
rejection_block,ict,long,BTCUSDT,30m,1748874600000,1748874600000,1748876400000,1748874600000,body_level,wick_extreme,nearest_liquidity,104000.1,104000.1,104000.1,103784.19998,103784.19998,104410.5,215.90002000000095,20.759597346541103,conservative,False,True,False,,,strict,bullish,discount,PD,equal_highs,aligned,0.8,PD,0,0.0,True,bullish,BTCUSDT:ETHUSDT,1.0,100,high,40,20,15,10,0,20,0,0,target_rr_below_2,True,long,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,104000.1,103805.0,,,,,1.9008798609652393,1,,1,1,"{""current_wick_extreme"": 103920.0, ""dealing_range_source"": ""significant_swing_pair"", ""entry_mode"": ""body_level"", ""entry_price"": 104000.1, ""has_smt_confirmation"": true, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": false, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 104346.0, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish PD; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 104763.85, ""htf_zone_low"": 104763.85, ""htf_zone_type"": ""PD"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.0, ""pd_array_age_bars"": 0, ""pd_array_type"": ""PD"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""rejection_body_level"": 104000.1, ""rejection_wick_extreme"": 103805.0, ""risk"": 215.90002000000095, ""risk_bps"": 20.759597346541103, ""session_filter"": ""off"", ""smt_direction"": ""bullish"", ""smt_pair"": ""BTCUSDT:ETHUSDT"", ""smt_primary_symbol"": ""BTCUSDT"", ""smt_secondary_symbol"": ""ETHUSDT"", ""smt_strength"": 1.0, ""smt_timestamp"": 1748872800000, ""source_swing_significance"": ""short"", ""source_swing_time"": 1748865600000, ""stop_loss"": 103784.19998, ""stop_mode"": ""wick_extreme"", ""target_mode"": ""nearest_liquidity""}",10.9717451624135,0.6859656613278923,False,True,True,True,True
rejection_block,ict,long,BTCUSDT,30m,1748876400000,1748876400000,1748878200000,1748876400000,body_level,wick_extreme,nearest_liquidity,104000.1,104000.1,104000.1,103784.19998,103784.19998,104410.5,215.90002000000095,20.759597346541103,conservative,False,True,False,,,strict,bullish,discount,PD,equal_highs,aligned,0.8,PD,0,0.0,False,,,,85,high,40,20,15,10,0,0,0,0,target_rr_below_2,True,long,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,104000.1,103805.0,,,,,1.9008798609652393,1,,1,1,"{""current_wick_extreme"": 103852.0, ""dealing_range_source"": ""significant_swing_pair"", ""entry_mode"": ""body_level"", ""entry_price"": 104000.1, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": false, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 104936.8, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish PD; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 104763.85, ""htf_zone_low"": 104763.85, ""htf_zone_type"": ""PD"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.0, ""pd_array_age_bars"": 0, ""pd_array_type"": ""PD"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""rejection_body_level"": 104000.1, ""rejection_wick_extreme"": 103805.0, ""risk"": 215.90002000000095, ""risk_bps"": 20.759597346541103, ""session_filter"": ""off"", ""source_swing_significance"": ""short"", ""source_swing_time"": 1748865600000, ""stop_loss"": 103784.19998, ""stop_mode"": ""wick_extreme"", ""target_mode"": ""nearest_liquidity""}",10.9717451624135,0.07966650489430972,False,True,True,True,True
reclaimed_ob,ict,short,BTCUSDT,30m,1748422800000,1748422800000,1748908800000,1748428200000,body_edge,mean_threshold,nearest_liquidity,108854.6,108854.6,108854.6,108943.97092,108943.97092,105351.8,89.3709200000012,8.210118819048638,conservative,False,True,False,,,strict,bearish,premium,PD,equal_lows,aligned,0.8,PD,0,1.0,True,bearish,BTCUSDT:ETHUSDT,1.0,100,high,40,20,15,10,0,20,0,20,,True,short,,True,False,,,,,,,,,,,,,,,,,,,,,108854.6,108989.8,,,,,,,,,,1748428200000,39.19395705001085,3,4,1,1,"{""dealing_range_source"": ""long_swing_pair"", ""entry_mode"": ""body_edge"", ""entry_price"": 108854.6, ""entry_time"": 1748428200000, ""has_smt_confirmation"": true, ""htf_allows_long"": false, ""htf_allows_short"": true, ""htf_approaching_poi"": false, ""htf_bias"": ""bearish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""down"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""strict"", ""htf_objective"": ""down"", ""htf_objective_level"": 102556.2, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_lows"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bearish"", ""htf_reason"": ""HTF bearish premium bearish PD; equal_lows down"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bearish"", ""htf_zone_high"": 104542.9338, ""htf_zone_low"": 104174.02260000001, ""htf_zone_type"": ""PD"", ""model_family"": ""ict"", ""ob_high"": 108989.8, ""ob_low"": 108854.6, ""ob_mean_threshold"": 108922.20000000001, ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_lows"", ""objective_unreached"": true, ""p_d_value"": 1.0, ""pd_array_age_bars"": 0, ""pd_array_type"": ""PD"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""prior_reaction_r"": 0.5, ""retest_count"": 1, ""retest_time"": 1748428200000, ""risk"": 89.3709200000012, ""risk_bps"": 8.210118819048638, ""smt_direction"": ""bearish"", ""smt_pair"": ""BTCUSDT:ETHUSDT"", ""smt_primary_symbol"": ""BTCUSDT"", ""smt_secondary_symbol"": ""ETHUSDT"", ""smt_strength"": 1.0, ""smt_timestamp"": 1748901600000, ""source_ob_time"": 1748421000000, ""stop_loss"": 108943.97092, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",20.751716553885547,1.7611992804817502,True,False,False,True,True
rejection_block,ict,short,BTCUSDT,30m,1748917800000,1748917800000,1748919600000,1748917800000,body_level,wick_extreme,nearest_liquidity,106025.0,106025.0,106025.0,106390.105,106390.105,105351.8,365.1049999999959,34.43574628625286,conservative,False,True,False,,,strict,bearish,premium,PD,equal_lows,aligned,0.8,PD,0,0.6601885424220407,False,,,,85,high,40,20,15,10,0,0,0,0,target_rr_below_2,True,short,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,106025.0,106368.9,,,,,1.8438531381383563,1,,1,1,"{""current_wick_extreme"": 106100.2, ""dealing_range_source"": ""long_swing_pair"", ""entry_mode"": ""body_level"", ""entry_price"": 106025.0, ""has_smt_confirmation"": false, ""htf_allows_long"": false, ""htf_allows_short"": true, ""htf_approaching_poi"": false, ""htf_bias"": ""bearish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""down"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""strict"", ""htf_objective"": ""down"", ""htf_objective_level"": 102556.2, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_lows"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bearish"", ""htf_reason"": ""HTF bearish premium bearish PD; equal_lows down"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bearish"", ""htf_zone_high"": 104542.9338, ""htf_zone_low"": 104174.02260000001, ""htf_zone_type"": ""PD"", ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_lows"", ""objective_unreached"": true, ""p_d_value"": 0.6601885424220407, ""pd_array_age_bars"": 0, ""pd_array_type"": ""PD"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""rejection_body_level"": 106025.0, ""rejection_wick_extreme"": 106368.9, ""risk"": 365.1049999999959, ""risk_bps"": 34.43574628625286, ""session_filter"": ""off"", ""source_swing_significance"": ""long"", ""source_swing_time"": 1748908800000, ""stop_loss"": 106390.105, ""stop_mode"": ""wick_extreme"", ""target_mode"": ""nearest_liquidity""}",3.2938469755276407,0.0,False,True,True,True,True
ifvg_retest,ict,long,BTCUSDT,30m,1748894400000,1748894400000,1748937600000,1748896200000,edge,ce,nearest_liquidity,104650.0,104650.0,104650.0,104613.17000000001,104613.17000000001,104699.4,36.829999999987194,3.519350215001165,conservative,False,True,False,,,strict,bullish,discount,FVG,equal_highs,aligned,0.8,FVG,1,0.2604060913705626,False,,,,100,high,40,20,15,10,15,0,0,0,target_rr_below_2,True,long,,True,True,,,,,valid,,,,valid,,,,,,,104618.2,104650.0,104634.1,20,2,,,,,,,,,,,1,1748896200000,1.3412978550098114,1,1,,,"{""breach_close"": 104774.0, ""breach_displacement_factor"": 0.6782211007743884, ""breach_displacement_grade"": ""valid"", ""breach_time"": 1748894400000, ""dealing_range_source"": ""long_swing_pair"", ""displacement_grade"": ""valid"", ""entry_mode"": ""edge"", ""entry_price"": 104650.0, ""entry_time"": 1748896200000, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": true, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 104936.8, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish FVG; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 105280.0, ""htf_zone_low"": 104699.4, ""htf_zone_type"": ""FVG"", ""ifvg_ce"": 104634.1, ""ifvg_ce_breached_by_retest_close"": false, ""ifvg_ce_invalidation"": 104634.1, ""ifvg_high"": 104650.0, ""ifvg_low"": 104618.2, ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.2604060913705626, ""pd_array_age_bars"": 1, ""pd_array_type"": ""FVG"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_depth"": 1.4779874213835125, ""retest_time"": 1748896200000, ""risk"": 36.829999999987194, ""risk_bps"": 3.519350215001165, ""source_fvg_age_bars"": 20, ""source_fvg_direction"": ""bearish"", ""source_fvg_time"": 1748858400000, ""source_fvg_touches_before_inversion"": 2, ""stop_loss"": 104613.17000000001, ""stop_mode"": ""ce"", ""target_mode"": ""nearest_liquidity"", ""time_to_retest_bars"": 1}",49.43795818627847,3.434699972849416,True,False,False,False,False
ifvg_retest,ict,long,BTCUSDT,30m,1749830400000,1749830400000,1749880800000,1749832200000,edge,ce,nearest_liquidity,105723.3,105723.3,105723.3,105671.00533999999,105671.00533999999,105912.0,52.29466000001412,4.9463703838240125,conservative,False,True,False,,,strict,bullish,discount,PD,equal_highs,aligned,0.8,PD,0,0.4336491252333858,False,,,,100,high,40,20,15,10,15,0,0,20,,True,long,,True,False,,,,,valid,,,,valid,,,,,,,105661.0,105723.3,105692.15,32,2,,,,,,,,,,,1,1749832200000,3.608399022002364,1,1,,,"{""breach_close"": 105749.9, ""breach_displacement_factor"": 0.5865095750215323, ""breach_displacement_grade"": ""valid"", ""breach_time"": 1749830400000, ""dealing_range_source"": ""long_swing_pair"", ""displacement_grade"": ""valid"", ""entry_mode"": ""edge"", ""entry_price"": 105723.3, ""entry_time"": 1749832200000, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": false, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 105861.8, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish PD; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 105506.2, ""htf_zone_low"": 105506.2, ""htf_zone_type"": ""PD"", ""ifvg_ce"": 105692.15, ""ifvg_ce_breached_by_retest_close"": false, ""ifvg_ce_invalidation"": 105692.15, ""ifvg_high"": 105723.3, ""ifvg_low"": 105661.0, ""model_family"": ""ict"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.4336491252333858, ""pd_array_age_bars"": 0, ""pd_array_type"": ""PD"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""retest_depth"": 6.338683788121834, ""retest_time"": 1749832200000, ""risk"": 52.29466000001412, ""risk_bps"": 4.9463703838240125, ""source_fvg_age_bars"": 32, ""source_fvg_direction"": ""bearish"", ""source_fvg_time"": 1749772800000, ""source_fvg_touches_before_inversion"": 2, ""stop_loss"": 105671.00533999999, ""stop_mode"": ""ce"", ""target_mode"": ""nearest_liquidity"", ""time_to_retest_bars"": 1}",8.610821831519344,21.346347791527883,True,False,False,False,False
reclaimed_ob,ict,long,BTCUSDT,30m,1749650400000,1749650400000,1749880800000,1749654000000,body_edge,mean_threshold,nearest_liquidity,109750.1,109750.1,109750.1,109668.84998,109668.84998,109912.60004000002,81.25002000000677,7.403184142885224,conservative,False,True,False,,,strict,bullish,discount,PD,equal_highs,aligned,0.8,PD,0,0.4336491252333858,False,,,,95,high,40,20,15,10,0,0,0,10,target_rr_below_3,True,long,,True,False,,,,,,,,,,,,,,,,,,,,,109631.5,109750.1,,,,,,,,,,1749654000000,2.0,2,1,,,"{""dealing_range_source"": ""long_swing_pair"", ""entry_mode"": ""body_edge"", ""entry_price"": 109750.1, ""entry_time"": 1749654000000, ""has_smt_confirmation"": false, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": false, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""strict"", ""htf_objective"": ""up"", ""htf_objective_level"": 105861.8, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish PD; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 105506.2, ""htf_zone_low"": 105506.2, ""htf_zone_type"": ""PD"", ""model_family"": ""ict"", ""ob_high"": 109750.1, ""ob_low"": 109631.5, ""ob_mean_threshold"": 109690.8, ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.4336491252333858, ""pd_array_age_bars"": 0, ""pd_array_type"": ""PD"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""prior_reaction_r"": 0.5, ""retest_count"": 1, ""retest_time"": 1749654000000, ""risk"": 81.25002000000677, ""risk_bps"": 7.403184142885224, ""source_ob_time"": 1749648600000, ""stop_loss"": 109668.84998, ""stop_mode"": ""mean_threshold"", ""target_mode"": ""nearest_liquidity""}",3.0449223274034094,21.52491777848009,True,False,False,False,False
