model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,14,14,14,0,2.86647,2.40141,0.5,2.002535,75.0,0.343377,0.433218,0.200942,0.200942,0.232276,0.0,0.232276,0.5,0.571429,0.142857,0.357143,1.0,3.0,4.5,5.5,2,11
turtle_soup,short,7,7,7,0,2.152931,1.686024,0.571429,1.327819,74.285714,-0.211472,0.130352,-0.032165,-0.032165,0.162517,0.0,0.162517,0.571429,0.285714,0.0,0.428571,1.0,4.666667,6.0,,1,6
