model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,long,184,184,174,0,4.39837,2.128159,0.233696,2.0,78.0,-0.120299,0.060588,0.060588,0.233696,0.48913,0.233696,0.652174,1.13587,6.8,5.522222,8.465116,15,0
silver_bullet,short,175,175,168,0,3.393343,2.055377,0.205714,2.0,78.0,-0.303078,-0.061322,-0.061322,0.205714,0.457143,0.205714,0.731429,1.148571,7.90625,6.6,9.833333,9,0
