rank,filter_name,count,filtered_out,expectancy,target_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_decision_score,avg_rr,min_decision_score,min_target_distance_r,require_smt,require_session_window,allowed_displacement_grades,allowed_htf_locations,exclude_no_trade_reasons
1,"min_target_distance_r=3;allowed_displacement_grades=valid,strong",11,260,4.459337,0.181818,0.272727,0.636364,99.727273,13.722614,0,3,false,false,"valid,strong",,
2,"min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",11,260,4.459337,0.181818,0.272727,0.636364,99.727273,13.722614,0,3,false,false,"valid,strong","discount,premium",
3,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong",11,260,4.459337,0.181818,0.272727,0.636364,99.727273,13.722614,50,3,false,false,"valid,strong",,
4,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",11,260,4.459337,0.181818,0.272727,0.636364,99.727273,13.722614,50,3,false,false,"valid,strong","discount,premium",
5,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong",11,260,4.459337,0.181818,0.272727,0.636364,99.727273,13.722614,70,3,false,false,"valid,strong",,
6,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",11,260,4.459337,0.181818,0.272727,0.636364,99.727273,13.722614,70,3,false,false,"valid,strong","discount,premium",
7,"min_target_distance_r=2;allowed_displacement_grades=valid,strong",12,259,4.298858,0.25,0.333333,0.583333,99.75,12.803569,0,2,false,false,"valid,strong",,
8,"min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",12,259,4.298858,0.25,0.333333,0.583333,99.75,12.803569,0,2,false,false,"valid,strong","discount,premium",
9,"min_decision_score=50;min_target_distance_r=2;allowed_displacement_grades=valid,strong",12,259,4.298858,0.25,0.333333,0.583333,99.75,12.803569,50,2,false,false,"valid,strong",,
10,"min_decision_score=50;min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",12,259,4.298858,0.25,0.333333,0.583333,99.75,12.803569,50,2,false,false,"valid,strong","discount,premium",
11,"min_decision_score=70;min_target_distance_r=2;allowed_displacement_grades=valid,strong",12,259,4.298858,0.25,0.333333,0.583333,99.75,12.803569,70,2,false,false,"valid,strong",,
12,"min_decision_score=70;min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",12,259,4.298858,0.25,0.333333,0.583333,99.75,12.803569,70,2,false,false,"valid,strong","discount,premium",
13,allowed_displacement_grades=strong,16,255,2.388797,0.4375,0.3125,0.4375,98.6875,7.872087,0,0,false,false,strong,,
14,"allowed_displacement_grades=strong;allowed_htf_locations=discount,premium",16,255,2.388797,0.4375,0.3125,0.4375,98.6875,7.872087,0,0,false,false,strong,"discount,premium",
15,min_decision_score=50;allowed_displacement_grades=strong,16,255,2.388797,0.4375,0.3125,0.4375,98.6875,7.872087,50,0,false,false,strong,,
16,"min_decision_score=50;allowed_displacement_grades=strong;allowed_htf_locations=discount,premium",16,255,2.388797,0.4375,0.3125,0.4375,98.6875,7.872087,50,0,false,false,strong,"discount,premium",
17,min_decision_score=70;allowed_displacement_grades=strong,16,255,2.388797,0.4375,0.3125,0.4375,98.6875,7.872087,70,0,false,false,strong,,
18,"min_decision_score=70;allowed_displacement_grades=strong;allowed_htf_locations=discount,premium",16,255,2.388797,0.4375,0.3125,0.4375,98.6875,7.872087,70,0,false,false,strong,"discount,premium",
19,"allowed_displacement_grades=valid,strong",24,247,1.934527,0.375,0.25,0.541667,98.875,6.69314,0,0,false,false,"valid,strong",,
20,"allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",24,247,1.934527,0.375,0.25,0.541667,98.875,6.69314,0,0,false,false,"valid,strong","discount,premium",
21,"min_decision_score=50;allowed_displacement_grades=valid,strong",24,247,1.934527,0.375,0.25,0.541667,98.875,6.69314,50,0,false,false,"valid,strong",,
22,"min_decision_score=50;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",24,247,1.934527,0.375,0.25,0.541667,98.875,6.69314,50,0,false,false,"valid,strong","discount,premium",
23,"min_decision_score=70;allowed_displacement_grades=valid,strong",24,247,1.934527,0.375,0.25,0.541667,98.875,6.69314,70,0,false,false,"valid,strong",,
24,"min_decision_score=70;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",24,247,1.934527,0.375,0.25,0.541667,98.875,6.69314,70,0,false,false,"valid,strong","discount,premium",
25,min_target_distance_r=3,136,135,0.626553,0.117647,0.301471,0.757353,80.735294,9.014319,0,3,false,false,,,
26,"min_target_distance_r=3;allowed_htf_locations=discount,premium",136,135,0.626553,0.117647,0.301471,0.757353,80.735294,9.014319,0,3,false,false,,"discount,premium",
27,min_decision_score=50;min_target_distance_r=3,136,135,0.626553,0.117647,0.301471,0.757353,80.735294,9.014319,50,3,false,false,,,
28,"min_decision_score=50;min_target_distance_r=3;allowed_htf_locations=discount,premium",136,135,0.626553,0.117647,0.301471,0.757353,80.735294,9.014319,50,3,false,false,,"discount,premium",
29,min_decision_score=70;min_target_distance_r=3,111,160,0.61572,0.108108,0.288288,0.765766,84.279279,9.344967,70,3,false,false,,,
30,"min_decision_score=70;min_target_distance_r=3;allowed_htf_locations=discount,premium",111,160,0.61572,0.108108,0.288288,0.765766,84.279279,9.344967,70,3,false,false,,"discount,premium",
31,min_decision_score=70;min_target_distance_r=2,121,150,0.550159,0.115702,0.280992,0.760331,84.049587,8.777905,70,2,false,false,,,
32,"min_decision_score=70;min_target_distance_r=2;allowed_htf_locations=discount,premium",121,150,0.550159,0.115702,0.280992,0.760331,84.049587,8.777905,70,2,false,false,,"discount,premium",
33,min_target_distance_r=2,154,117,0.507486,0.123377,0.285714,0.75974,79.448052,8.253146,0,2,false,false,,,
34,"min_target_distance_r=2;allowed_htf_locations=discount,premium",154,117,0.507486,0.123377,0.285714,0.75974,79.448052,8.253146,0,2,false,false,,"discount,premium",
35,min_decision_score=50;min_target_distance_r=2,154,117,0.507486,0.123377,0.285714,0.75974,79.448052,8.253146,50,2,false,false,,,
36,"min_decision_score=50;min_target_distance_r=2;allowed_htf_locations=discount,premium",154,117,0.507486,0.123377,0.285714,0.75974,79.448052,8.253146,50,2,false,false,,"discount,premium",
37,min_decision_score=50,267,4,0.275621,0.29588,0.228464,0.602996,78.565543,5.057015,50,0,false,false,,,
38,"min_decision_score=50;allowed_htf_locations=discount,premium",267,4,0.275621,0.29588,0.228464,0.602996,78.565543,5.057015,50,0,false,false,,"discount,premium",
39,min_decision_score=70,209,62,0.27089,0.277512,0.23445,0.626794,83.119617,5.373596,70,0,false,false,,,
40,"min_decision_score=70;allowed_htf_locations=discount,premium",209,62,0.27089,0.277512,0.23445,0.626794,83.119617,5.373596,70,0,false,false,,"discount,premium",
41,"min_target_distance_r=3;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",100,171,0.264985,0.1,0.29,0.81,83.06,8.941815,0,3,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
42,"min_target_distance_r=3;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",100,171,0.264985,0.1,0.29,0.81,83.06,8.941815,0,3,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
43,"min_decision_score=50;min_target_distance_r=3;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",100,171,0.264985,0.1,0.29,0.81,83.06,8.941815,50,3,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
44,"min_decision_score=50;min_target_distance_r=3;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",100,171,0.264985,0.1,0.29,0.81,83.06,8.941815,50,3,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
45,"min_decision_score=70;min_target_distance_r=3;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",100,171,0.264985,0.1,0.29,0.81,83.06,8.941815,70,3,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
46,"min_decision_score=70;min_target_distance_r=3;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",100,171,0.264985,0.1,0.29,0.81,83.06,8.941815,70,3,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
47,none,271,0,0.263838,0.291513,0.225092,0.605166,78.070111,5.001371,0,0,false,false,,,
48,"allowed_htf_locations=discount,premium",271,0,0.263838,0.291513,0.225092,0.605166,78.070111,5.001371,0,0,false,false,,"discount,premium",
49,"exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,0,0,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
50,"allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,0,0,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
51,"min_target_distance_r=2;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,0,2,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
52,"min_target_distance_r=2;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,0,2,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
53,"min_decision_score=50;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,50,0,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
54,"min_decision_score=50;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,50,0,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
55,"min_decision_score=50;min_target_distance_r=2;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,50,2,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
56,"min_decision_score=50;min_target_distance_r=2;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,50,2,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
57,"min_decision_score=70;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,70,0,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
58,"min_decision_score=70;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,70,0,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
59,"min_decision_score=70;min_target_distance_r=2;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,70,2,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
60,"min_decision_score=70;min_target_distance_r=2;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",104,167,0.248451,0.105769,0.288462,0.807692,83.048077,8.696045,70,2,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
61,require_smt=true,34,237,0.077396,0.529412,0.294118,0.323529,94.029412,2.415778,0,0,true,false,,,
62,"require_smt=true;allowed_htf_locations=discount,premium",34,237,0.077396,0.529412,0.294118,0.323529,94.029412,2.415778,0,0,true,false,,"discount,premium",
63,min_decision_score=50;require_smt=true,34,237,0.077396,0.529412,0.294118,0.323529,94.029412,2.415778,50,0,true,false,,,
64,"min_decision_score=50;require_smt=true;allowed_htf_locations=discount,premium",34,237,0.077396,0.529412,0.294118,0.323529,94.029412,2.415778,50,0,true,false,,"discount,premium",
65,min_decision_score=70;require_smt=true,34,237,0.077396,0.529412,0.294118,0.323529,94.029412,2.415778,70,0,true,false,,,
66,"min_decision_score=70;require_smt=true;allowed_htf_locations=discount,premium",34,237,0.077396,0.529412,0.294118,0.323529,94.029412,2.415778,70,0,true,false,,"discount,premium",
