model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,35,35,35,0,3.683857,2.602538,0.457143,2.150512,76.0,0.050953,0.41846,0.224818,0.224818,0.193642,0.0,0.193642,0.457143,0.628571,0.2,0.485714,1.0,3.352941,3.181818,4.571429,5,26
turtle_soup,30m,29,29,29,0,4.056878,2.053481,0.586207,1.615379,73.793103,0.011109,0.301749,0.042049,0.042049,0.259701,0.0,0.259701,0.586207,0.482759,0.137931,0.413793,1.0,3.666667,2.071429,2.0,4,25
