model,entry_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
rejection_block,body_level,56,56,21,0,2.659396,2.071261,0.035714,56.050063,98.142857,-0.033964,0.124159,-0.01767,-0.01767,0.053186,0.035714,0.196429,0.071429,0.285714,4.784314,4.875,2.818182,2.75,4,5
