model,htf_location,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
rejection_block,discount,18,18,7,0,2.210779,1.470714,0.0,16.143488,95.055556,-0.814746,-0.54851,-0.633946,-0.633946,0.033225,0.0,0.111111,0.0,0.333333,5.125,6.0,5.0,,0,3
rejection_block,premium,38,38,14,0,2.883704,2.294107,0.052632,74.953177,99.605263,0.356427,0.460494,0.290468,0.290468,0.062641,0.052632,0.236842,0.105263,0.263158,4.628571,4.2,2.333333,2.75,4,2
