model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,long,6,6,6,0,29.284804,3.207952,0.5,4.051584,100.0,2.428289,0.5,0.666667,0.333333,0.5,1.833333,1.666667,1.0,1.5,0,3
ifvg_retest,short,5,5,5,0,12.106867,2.58886,0.6,3.365273,100.0,-0.14115,0.6,0.4,0.2,0.4,4.8,1.0,1.0,1.0,0,3
reclaimed_ob,long,2,2,2,0,20.27678,20.27678,1.0,5.399852,93.5,5.399852,1.0,1.0,1.0,0.0,1.5,,1.0,1.0,0,1
reclaimed_ob,short,2,2,2,0,5.343611,5.343611,0.5,0.857505,81.0,-0.28096,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,0,2
rejection_block,long,14,14,14,0,4.674486,3.526845,0.571429,1.972474,82.928571,0.328744,0.571429,0.571429,0.214286,0.428571,1.0,1.166667,1.25,1.333333,0,12
rejection_block,short,11,11,11,0,3.74406,1.340261,0.636364,2.831249,98.363636,0.40116,0.636364,0.181818,0.181818,0.363636,1.0,1.0,1.0,1.0,0,7
