rank,filter_name,count,filtered_out,expectancy,target_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_decision_score,avg_rr,min_decision_score,min_target_distance_r,require_smt,require_session_window,allowed_displacement_grades,allowed_htf_locations,exclude_no_trade_reasons
13,"exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,0,0,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
14,"allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,0,0,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
15,min_target_distance_r=2,15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,0,2,false,false,,,
16,"min_target_distance_r=2;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,0,2,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
17,"min_target_distance_r=2;allowed_htf_locations=discount,premium",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,0,2,false,false,,"discount,premium",
18,"min_target_distance_r=2;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,0,2,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
19,"min_decision_score=50;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,50,0,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
20,"min_decision_score=50;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,50,0,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
21,min_decision_score=50;min_target_distance_r=2,15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,50,2,false,false,,,
22,"min_decision_score=50;min_target_distance_r=2;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,50,2,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
23,"min_decision_score=50;min_target_distance_r=2;allowed_htf_locations=discount,premium",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,50,2,false,false,,"discount,premium",
24,"min_decision_score=50;min_target_distance_r=2;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,50,2,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
25,"min_decision_score=70;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,70,0,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
26,"min_decision_score=70;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,70,0,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
27,min_decision_score=70;min_target_distance_r=2,15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,70,2,false,false,,,
28,"min_decision_score=70;min_target_distance_r=2;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,70,2,false,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
29,"min_decision_score=70;min_target_distance_r=2;allowed_htf_locations=discount,premium",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,70,2,false,false,,"discount,premium",
30,"min_decision_score=70;min_target_distance_r=2;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",15,25,1.875124,0.4,0.466667,0.6,97.0,6.314256,70,2,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
31,"allowed_displacement_grades=valid,strong",11,29,1.260362,0.545455,0.272727,0.454545,100.0,3.739624,0,0,false,false,"valid,strong",,
32,"allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",11,29,1.260362,0.545455,0.272727,0.454545,100.0,3.739624,0,0,false,false,"valid,strong","discount,premium",
33,"min_decision_score=50;allowed_displacement_grades=valid,strong",11,29,1.260362,0.545455,0.272727,0.454545,100.0,3.739624,50,0,false,false,"valid,strong",,
34,"min_decision_score=50;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",11,29,1.260362,0.545455,0.272727,0.454545,100.0,3.739624,50,0,false,false,"valid,strong","discount,premium",
35,"min_decision_score=70;allowed_displacement_grades=valid,strong",11,29,1.260362,0.545455,0.272727,0.454545,100.0,3.739624,70,0,false,false,"valid,strong",,
36,"min_decision_score=70;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",11,29,1.260362,0.545455,0.272727,0.454545,100.0,3.739624,70,0,false,false,"valid,strong","discount,premium",
37,require_smt=true,12,28,1.222973,0.666667,0.333333,0.333333,99.75,3.118169,0,0,true,false,,,
38,"require_smt=true;allowed_htf_locations=discount,premium",12,28,1.222973,0.666667,0.333333,0.333333,99.75,3.118169,0,0,true,false,,"discount,premium",
39,min_decision_score=50;require_smt=true,12,28,1.222973,0.666667,0.333333,0.333333,99.75,3.118169,50,0,true,false,,,
40,"min_decision_score=50;require_smt=true;allowed_htf_locations=discount,premium",12,28,1.222973,0.666667,0.333333,0.333333,99.75,3.118169,50,0,true,false,,"discount,premium",
41,min_decision_score=70;require_smt=true,12,28,1.222973,0.666667,0.333333,0.333333,99.75,3.118169,70,0,true,false,,,
42,"min_decision_score=70;require_smt=true;allowed_htf_locations=discount,premium",12,28,1.222973,0.666667,0.333333,0.333333,99.75,3.118169,70,0,true,false,,"discount,premium",
43,none,40,0,0.827924,0.6,0.275,0.4,92.3,2.810224,0,0,false,false,,,
44,"allowed_htf_locations=discount,premium",40,0,0.827924,0.6,0.275,0.4,92.3,2.810224,0,0,false,false,,"discount,premium",
45,min_decision_score=50,40,0,0.827924,0.6,0.275,0.4,92.3,2.810224,50,0,false,false,,,
46,"min_decision_score=50;allowed_htf_locations=discount,premium",40,0,0.827924,0.6,0.275,0.4,92.3,2.810224,50,0,false,false,,"discount,premium",
47,min_decision_score=70,40,0,0.827924,0.6,0.275,0.4,92.3,2.810224,70,0,false,false,,,
48,"min_decision_score=70;allowed_htf_locations=discount,premium",40,0,0.827924,0.6,0.275,0.4,92.3,2.810224,70,0,false,false,,"discount,premium",
