model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,target_rr_below_2,11,11,11,0,1.172057,0.817198,0.727273,0.379218,69.090909,-0.082324,-0.07757,-0.07757,0.727273,0.090909,0.0,0.272727,1.0,10.666667,30.0,,0,11
turtle_soup,target_rr_below_3,3,3,3,0,0.448603,0.299674,0.0,2.0,80.0,0.07884,0.07884,0.07884,0.0,0.0,0.0,0.333333,1.0,3.0,,,0,3
