model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,7,7,7,0,0.474564,0.458281,0.428571,0.614228,69.285714,-0.539624,-0.539624,-0.539624,0.428571,0.0,0.0,0.571429,1.0,8.75,,,0,7
turtle_soup,short,7,7,7,0,1.559499,1.182853,0.714286,0.838829,73.571429,0.444046,0.451517,0.451517,0.714286,0.142857,0.0,0.0,1.0,,30.0,,0,7
