model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,long,42,42,42,0,3.161492,2.156227,0.309524,2.0,78.0,-0.071429,0.059524,0.059524,0.309524,0.5,0.309524,0.690476,1.0,7.413793,6.380952,10.461538,1,0
silver_bullet,short,42,42,42,0,3.079642,2.286333,0.357143,2.0,78.0,0.117398,0.224541,0.224541,0.357143,0.547619,0.357143,0.619048,1.0,4.923077,4.652174,8.266667,1,0
