model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,46,46,46,0,3.630815,2.380103,0.26087,2.0,62.173913,-0.176187,-0.118213,-0.403288,-0.403288,0.285075,0.26087,0.434783,0.26087,0.717391,1.0,2.848485,2.3,8.416667,3,46
turtle_soup,short,52,52,52,0,3.080255,1.913891,0.25,2.0,63.076923,-0.020501,0.081448,-0.19785,-0.19785,0.279298,0.25,0.519231,0.25,0.634615,1.0,3.363636,4.444444,4.076923,8,52
