model,entry_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,close,98,98,98,0,3.338681,2.096841,0.255102,2.0,62.653061,-0.093578,-0.012271,-0.29428,-0.29428,0.282009,0.255102,0.479592,0.255102,0.673469,1.0,3.106061,3.531915,6.16,11,98
