model,htf_zone_type,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
reclaimed_ob,FVG,1,1,1,0,116.721341,116.721341,0.0,10.568833,100.0,-1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0
reclaimed_ob,PD,3,3,1,0,1.622219,1.622219,0.0,77.197471,97.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.333333,2.333333,1.0,,,0,0
rejection_block,Breaker,6,6,3,0,3.504654,2.891235,0.166667,19.893007,97.5,-0.113207,0.27673,0.27673,0.166667,0.333333,0.0,0.333333,4.166667,2.0,3.5,,0,1
rejection_block,FVG,34,34,11,0,3.152255,2.113345,0.029412,103.657154,99.823529,0.484509,-0.132185,-0.132185,0.029412,0.176471,0.117647,0.235294,4.451613,4.75,2.166667,2.75,0,1
rejection_block,IFVG,1,1,0,0,,,0.0,0.372948,77.0,,,,0.0,0.0,0.0,0.0,,,,,0,1
rejection_block,PD,17,17,7,0,1.522651,1.470714,0.0,16.067586,96.470588,-0.814746,-0.171889,-0.171889,0.0,0.176471,0.0,0.352941,5.25,6.0,3.666667,,0,2
