model_family,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict,62,62,23,0,7.573516,2.071261,0.032258,67.086846,98.177419,-0.117967,-0.101177,-0.101177,0.032258,0.193548,0.080645,0.290323,4.473684,4.5,2.666667,2.4,0,5
