model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,none,1,1,1,0,6.642168,6.642168,1.0,3.076073,90.0,3.076073,1.0,0.584652,0.584652,0.415348,0.0,0.415348,1.0,1.0,1.0,0.0,1.0,,2.0,3.0,0,0
turtle_soup,target_rr_below_2,16,16,16,0,3.231318,2.392156,0.625,1.19088,70.0,0.399366,0.632059,0.442053,0.442053,0.190005,0.0,0.190005,0.625,0.75,0.25,0.3125,1.0,3.2,1.333333,1.5,2,16
turtle_soup,target_rr_below_3,2,2,2,0,2.952352,2.952352,0.5,2.550238,80.0,0.888347,1.0,0.831829,0.831829,0.168171,0.0,0.168171,0.5,1.0,0.5,0.5,1.0,12.0,2.0,1.0,0,2
