model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,9,9,9,0,2.970853,1.716287,0.444444,1.599778,73.333333,0.142437,0.555556,0.332589,0.332589,0.222967,0.0,0.222967,0.444444,0.777778,0.222222,0.555556,1.0,5.2,1.714286,3.0,1,8
turtle_soup,short,10,10,10,0,3.751028,3.417102,0.8,1.283263,71.0,0.996069,0.811294,0.632786,0.632786,0.178507,0.0,0.178507,0.8,0.8,0.4,0.1,1.0,2.0,1.25,1.0,1,10
