model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,3,3,3,0,3.955355,3.666389,1.0,1.858616,76.666667,1.858616,1.429308,1.224501,1.224501,0.204807,1.0,1.0,0.666667,0.0,1.0,,1.333333,3.0,0,2
turtle_soup,short,5,5,5,0,4.544193,4.671872,0.8,2.295324,76.0,0.877809,0.940856,0.701932,0.701932,0.238924,0.8,0.8,0.8,0.2,1.0,22.0,1.0,1.0,0,4
